vid,category,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,encoding_elapsed_time,decoding_elapsed_time,duplicate_count,duplicate_bitrate_rawvideo (kb/s),start_time_encode,end_time_encode,count_encode,start_time_decode,end_time_decode,count_decode,target_encode_energy,decode_energy,total_energy
Sports_2160P-1261_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,35519,41.637487,95.302881,10,42.529481,15.105722,12,622080,2023-11-22 11:47:56.822,2023-11-22 11:54:47.469,1,2023-11-22 11:55:01.864,2023-11-22 11:56:09.360,1,6413.622165377824,649.2326894444446,7062.854854822269
Sports_2160P-1261_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,8940,40.102759,88.793994,20,25.144479,3.602631,12,622080,2023-11-22 12:01:29.179,2023-11-22 12:06:13.262,1,2023-11-22 12:06:27.628,2023-11-22 12:07:08.246,1,4155.589304383681,344.23624814102567,4499.825552524707
Sports_2160P-1261_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,1800,37.061862,70.464580,30,15.506053,2.004475,12,622080,2023-11-22 12:12:34.076,2023-11-22 12:15:44.722,1,2023-11-22 12:15:58.643,2023-11-22 12:16:19.666,1,2740.7992803101574,165.77635936622806,2906.5756396763854
Sports_2160P-1261_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,404,32.522444,39.632104,40,12.68368,1.603754,12,622080,2023-11-22 12:21:24.148,2023-11-22 12:24:06.128,1,2023-11-22 12:24:20.366,2023-11-22 12:24:33.983,1,2075.6162487567876,107.22103440789475,2182.8372831646825
Sports_2160P-1261_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,126,27.928323,13.839861,50,11.986457,1.364353,12,622080,2023-11-22 12:30:21.186,2023-11-22 12:32:59.285,1,2023-11-22 12:33:13.063,2023-11-22 12:33:22.374,1,1768.7203077362446,75.99943024404762,1844.7197379802922
Sports_2160P-1261_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,17234,36.110202,84.991142,10,25.124345,4.710616,12,276480,2023-11-22 12:33:47.762,2023-11-22 12:39:07.720,1,2023-11-22 12:39:21.777,2023-11-22 12:40:15.878,1,3780.9271092286176,423.3414270574074,4204.268536286025
Sports_2160P-1261_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,4281,35.534348,75.577616,20,16.358395,2.756913,12,276480,2023-11-22 12:40:39.459,2023-11-22 12:44:06.171,1,2023-11-22 12:44:19.991,2023-11-22 12:44:50.592,1,2353.872268116096,222.59248152638887,2576.464749642485
Sports_2160P-1261_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,934,33.771087,53.485010,30,10.455889,1.446341,12,276480,2023-11-22 12:45:13.741,2023-11-22 12:47:26.319,1,2023-11-22 12:47:40.538,2023-11-22 12:47:58.771,1,1494.7378772975737,131.83702159090907,1626.5748988884827
Sports_2160P-1261_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,204,30.374642,24.984513,40,7.685992,1.003587,12,276480,2023-11-22 12:48:51.650,2023-11-22 12:50:33.599,1,2023-11-22 12:50:47.786,2023-11-22 12:50:57.293,1,1073.270431497253,69.6473313,1142.9177627972529
Sports_2160P-1261_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,64,26.470413,5.104224,50,7.223804,0.815432,12,276480,2023-11-22 12:52:08.140,2023-11-22 12:53:42.818,1,2023-11-22 12:53:57.166,2023-11-22 12:54:04.020,1,900.4677074420292,50.047129136363644,950.5148365783929
