vid,category,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,encoding_elapsed_time,decoding_elapsed_time,duplicate_count,duplicate_bitrate_rawvideo (kb/s),start_time_encode,end_time_encode,count_encode,start_time_decode,end_time_decode,count_decode,target_encode_energy,decode_energy,total_energy
Gaming_2160P-2cb1_downsample_1080p,Gaming,1080,1920,1080,yuv420p,59.94006309,5951100,82246,32.106668,77.068058,10,62.318892,15.616164,12,622080,2023-11-21 22:46:03.176,2023-11-21 22:58:41.663,1,2023-11-21 22:58:55.606,2023-11-21 23:01:27.039,1,11379.87255974274,1410.3578516064974,12790.230411349237
Gaming_2160P-2cb1_downsample_1080p,Gaming,1080,1920,1080,yuv420p,59.94006309,5951100,20989,31.539849,66.622480,20,41.332849,8.751482,12,622080,2023-11-21 23:25:09.216,2023-11-21 23:32:41.720,1,2023-11-21 23:32:55.899,2023-11-21 23:34:35.233,1,6470.914237621535,800.9161076472224,7271.830345268758
Gaming_2160P-2cb1_downsample_1080p,Gaming,1080,1920,1080,yuv420p,59.94006309,5951100,3357,30.219276,44.351835,30,23.232017,4.227826,12,622080,2023-11-21 23:55:28.987,2023-11-21 23:59:52.061,1,2023-11-22 00:00:06.566,2023-11-22 00:00:55.803,1,3774.997478194445,374.8940284157406,4149.891506610185
Gaming_2160P-2cb1_downsample_1080p,Gaming,1080,1920,1080,yuv420p,59.94006309,5951100,419,27.957833,10.080849,40,19.956255,2.578988,12,622080,2023-11-22 00:20:04.882,2023-11-22 00:23:48.731,1,2023-11-22 00:24:02.691,2023-11-22 00:24:26.217,1,2939.2398649633747,193.07965123170732,3132.319516195082
Gaming_2160P-2cb1_downsample_1080p,Gaming,1080,1920,1080,yuv420p,59.94006309,5951100,120,25.958593,0.063346,50,18.943459,2.481002,12,622080,2023-11-22 00:44:15.393,2023-11-22 00:48:01.340,1,2023-11-22 00:48:15.177,2023-11-22 00:48:28.294,1,2701.0134339282654,121.7965918,2822.8100257282654
Gaming_2160P-2cb1_downsample_720p,Gaming,720,1280,720,yuv420p,59.94006309,5951100,33997,30.444892,61.817691,10,50.937885,10.771759,12,276480,2023-11-22 00:52:37.850,2023-11-22 01:01:25.052,1,2023-11-22 01:01:39.327,2023-11-22 01:03:35.475,1,6129.792962874047,880.4096382464455,7010.202601120493
Gaming_2160P-2cb1_downsample_720p,Gaming,720,1280,720,yuv420p,59.94006309,5951100,8087,30.084983,49.917895,20,29.826343,6.008465,12,276480,2023-11-22 01:07:40.000,2023-11-22 01:13:12.967,1,2023-11-22 01:13:27.101,2023-11-22 01:14:34.443,1,3511.6791713340285,475.8210005218582,3987.500171855887
Gaming_2160P-2cb1_downsample_720p,Gaming,720,1280,720,yuv420p,59.94006309,5951100,1394,29.117294,26.865254,30,14.759814,2.705794,12,276480,2023-11-22 01:18:44.745,2023-11-22 01:21:53.555,1,2023-11-22 01:22:07.356,2023-11-22 01:22:37.503,1,2064.3372317311673,214.6859493235294,2279.0231810546966
Gaming_2160P-2cb1_downsample_720p,Gaming,720,1280,720,yuv420p,59.94006309,5951100,201,27.250068,1.438950,40,11.842172,1.465727,12,276480,2023-11-22 01:26:53.519,2023-11-22 01:29:16.738,1,2023-11-22 01:29:31.331,2023-11-22 01:29:51.878,1,1521.0901890551568,150.15997099285713,1671.2501600480139
Gaming_2160P-2cb1_downsample_720p,Gaming,720,1280,720,yuv420p,59.94006309,5951100,65,25.433504,0.022019,50,12.230743,1.173372,12,276480,2023-11-22 01:33:47.390,2023-11-22 01:36:27.589,1,2023-11-22 01:36:43.836,2023-11-22 01:36:50.547,1,1516.7844971669954,53.0421781,1569.8266752669954
