vid,category,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,encoding_elapsed_time,decoding_elapsed_time,duplicate_count,duplicate_bitrate_rawvideo (kb/s),start_time_encode,end_time_encode,count_encode,start_time_decode,end_time_decode,count_decode,target_encode_energy,decode_energy,total_energy
Gaming_2160P-348d_downsample_1080p,Gaming,1080,1920,1080,yuv420p,29.97002997,2983014,14653,39.444583,93.228238,10,19.30585,34.534438,12,622080,2023-11-22 03:31:16.181,2023-11-22 03:34:31.615,1,2023-11-22 03:34:45.380,2023-11-22 03:35:15.808,1,2779.731289833335,277.21961474316936,3056.9509045765044
Gaming_2160P-348d_downsample_1080p,Gaming,1080,1920,1080,yuv420p,29.97002997,2983014,4429,38.882016,91.032293,20,13.038674,2.727968,12,622080,2023-11-22 03:39:36.565,2023-11-22 03:42:18.222,1,2023-11-22 03:42:32.519,2023-11-22 03:42:52.190,1,2123.7308725984853,169.90618933088237,2293.6370619293675
Gaming_2160P-348d_downsample_1080p,Gaming,1080,1920,1080,yuv420p,29.97002997,2983014,1136,36.984231,81.936316,30,10.704332,1.826573,12,622080,2023-11-22 03:48:20.922,2023-11-22 03:50:35.616,1,2023-11-22 03:52:08.733,2023-11-22 03:52:21.404,1,1677.1762745270262,103.60082378472224,1780.7770983117484
Gaming_2160P-348d_downsample_1080p,Gaming,1080,1920,1080,yuv420p,29.97002997,2983014,272,33.157625,62.346866,40,9.620582,1.464083,12,622080,2023-11-22 03:57:20.369,2023-11-22 03:59:23.717,1,2023-11-22 03:59:37.654,2023-11-22 03:59:48.704,1,1453.2007030833338,89.63707952898551,1542.8377826123192
Gaming_2160P-348d_downsample_1080p,Gaming,1080,1920,1080,yuv420p,29.97002997,2983014,83,28.467041,32.919592,50,9.863196,1.36239,12,622080,2023-11-22 04:04:48.420,2023-11-22 04:06:50.752,1,2023-11-22 04:07:05.316,2023-11-22 04:07:12.902,1,1360.085559825203,65.4139937111111,1425.4995535363141
Gaming_2160P-348d_downsample_720p,Gaming,720,1280,720,yuv420p,29.97002997,2983014,7453,35.709722,84.358592,10,11.316502,2.304228,12,276480,2023-11-22 04:07:38.348,2023-11-22 04:09:59.443,1,2023-11-22 04:10:13.179,2023-11-22 04:10:39.748,1,1594.7281071333912,205.94843379559745,1800.6765409289887
Gaming_2160P-348d_downsample_720p,Gaming,720,1280,720,yuv420p,29.97002997,2983014,2339,35.383017,80.684594,20,9.054418,1.686324,12,276480,2023-11-22 04:11:45.801,2023-11-22 04:13:35.941,1,2023-11-22 04:13:51.087,2023-11-22 04:14:09.586,1,1174.5934217563527,134.35702873198196,1308.9504504883346
Gaming_2160P-348d_downsample_720p,Gaming,720,1280,720,yuv420p,29.97002997,2983014,611,34.118753,69.594965,30,6.853254,1.157091,12,276480,2023-11-22 04:14:59.739,2023-11-22 04:16:23.843,1,2023-11-22 04:17:09.402,2023-11-22 04:17:21.055,1,881.1852737894734,83.9998118371212,965.1850856265946
Gaming_2160P-348d_downsample_720p,Gaming,720,1280,720,yuv420p,29.97002997,2983014,148,31.159326,48.932489,40,5.989046,0.887275,12,276480,2023-11-22 04:17:48.286,2023-11-22 04:18:59.214,1,2023-11-22 04:19:13.459,2023-11-22 04:19:19.875,1,725.3885093333334,47.618725696969705,773.0072350303031
Gaming_2160P-348d_downsample_720p,Gaming,720,1280,720,yuv420p,29.97002997,2983014,47,26.916914,20.978171,50,5.990939,0.729349,12,276480,2023-11-22 04:20:35.290,2023-11-22 04:21:46.419,1,2023-11-22 04:22:00.195,2023-11-22 04:22:03.701,1,680.1482441741855,27.15245073333333,707.3006949075188
