vid,time_stamp,power,failure_decoding_power,failure_decoding_time
Gaming_2160P-2cb1_downsample_1080p,"[[Timestamp('2023-11-21 04:04:03.842000'), Timestamp('2023-11-21 04:04:04.677000'), Timestamp('2023-11-21 04:04:05.168000'), Timestamp('2023-11-21 04:04:05.657000'), Timestamp('2023-11-21 04:04:06.137000'), Timestamp('2023-11-21 04:04:06.618000'), Timestamp('2023-11-21 04:04:07.098000'), Timestamp('2023-11-21 04:04:07.579000'), Timestamp('2023-11-21 04:04:08.059000'), Timestamp('2023-11-21 04:04:08.541000'), Timestamp('2023-11-21 04:04:09.021000'), Timestamp('2023-11-21 04:04:09.502000'), Timestamp('2023-11-21 04:04:09.982000'), Timestamp('2023-11-21 04:04:10.463000'), Timestamp('2023-11-21 04:04:10.943000'), Timestamp('2023-11-21 04:04:11.425000'), Timestamp('2023-11-21 04:04:11.904000'), Timestamp('2023-11-21 04:04:12.386000'), Timestamp('2023-11-21 04:04:12.866000'), Timestamp('2023-11-21 04:04:13.347000'), Timestamp('2023-11-21 04:04:13.827000'), Timestamp('2023-11-21 04:04:14.308000'), Timestamp('2023-11-21 04:04:14.788000'), Timestamp('2023-11-21 04:04:15.270000'), Timestamp('2023-11-21 04:04:15.749000'), Timestamp('2023-11-21 04:04:16.231000'), Timestamp('2023-11-21 04:04:16.711000'), Timestamp('2023-11-21 04:04:17.193000'), Timestamp('2023-11-21 04:04:17.673000'), Timestamp('2023-11-21 04:04:18.154000'), Timestamp('2023-11-21 04:04:18.634000'), Timestamp('2023-11-21 04:04:19.116000'), Timestamp('2023-11-21 04:04:19.596000'), Timestamp('2023-11-21 04:04:20.077000'), Timestamp('2023-11-21 04:04:20.557000'), Timestamp('2023-11-21 04:04:21.031000'), Timestamp('2023-11-21 04:04:22.233000'), Timestamp('2023-11-21 04:04:23.100000'), Timestamp('2023-11-21 04:04:23.935000'), Timestamp('2023-11-21 04:04:24.415000'), Timestamp('2023-11-21 04:04:24.897000'), Timestamp('2023-11-21 04:04:25.387000'), Timestamp('2023-11-21 04:04:25.869000'), Timestamp('2023-11-21 04:04:26.356000'), Timestamp('2023-11-21 04:04:26.838000'), Timestamp('2023-11-21 04:04:27.317000'), Timestamp('2023-11-21 04:04:27.799000'), Timestamp('2023-11-21 04:04:28.279000'), Timestamp('2023-11-21 04:04:28.760000'), Timestamp('2023-11-21 04:04:29.240000'), Timestamp('2023-11-21 04:04:29.722000'), Timestamp('2023-11-21 04:04:30.202000'), Timestamp('2023-11-21 04:04:30.683000'), Timestamp('2023-11-21 04:04:31.163000'), Timestamp('2023-11-21 04:04:31.645000'), Timestamp('2023-11-21 04:04:32.125000'), Timestamp('2023-11-21 04:04:32.607000'), Timestamp('2023-11-21 04:04:33.087000'), Timestamp('2023-11-21 04:04:33.569000'), Timestamp('2023-11-21 04:04:34.049000'), Timestamp('2023-11-21 04:04:34.530000'), Timestamp('2023-11-21 04:04:35.010000'), Timestamp('2023-11-21 04:04:35.492000'), Timestamp('2023-11-21 04:04:35.972000'), Timestamp('2023-11-21 04:04:36.454000'), Timestamp('2023-11-21 04:04:36.934000'), Timestamp('2023-11-21 04:04:37.415000')]]","[[171.36, 145.44, 142.14, 155.14, 176.15, 169.89, 174.12, 144.1, 144.65, 140.71, 180.53, 166.03, 169.71, 151.53, 144.23, 138.41, 180.33, 166.15, 173.64, 158.5, 148.3, 139.07, 184.67, 165.92, 162.48, 158.45, 147.62, 135.13, 178.68, 167.93, 173.62, 160.19, 143.27, 140.24, 167.25, 166.13, 149.44, 173.86, 171.32, 172.18, 168.45, 139.32, 136.94, 172.46, 167.54, 176.55, 159.97, 140.96, 142.9, 161.06, 169.2, 173.21, 173.58, 144.5, 147.22, 162.07, 166.06, 169.38, 175.9, 140.97, 145.73, 162.94, 174.63, 180.2, 172.84, 138.52, 144.79]]",[],[]
Gaming_2160P-2cb1_downsample_1080p,"[[Timestamp('2023-11-21 04:26:54.830000'), Timestamp('2023-11-21 04:26:55.310000'), Timestamp('2023-11-21 04:26:55.793000'), Timestamp('2023-11-21 04:26:56.273000'), Timestamp('2023-11-21 04:26:56.756000'), Timestamp('2023-11-21 04:26:57.236000'), Timestamp('2023-11-21 04:26:57.719000'), Timestamp('2023-11-21 04:26:58.199000'), Timestamp('2023-11-21 04:26:58.681000'), Timestamp('2023-11-21 04:26:59.162000'), Timestamp('2023-11-21 04:26:59.644000'), Timestamp('2023-11-21 04:27:00.125000'), Timestamp('2023-11-21 04:27:00.607000'), Timestamp('2023-11-21 04:27:01.088000'), Timestamp('2023-11-21 04:27:01.570000'), Timestamp('2023-11-21 04:27:02.051000'), Timestamp('2023-11-21 04:27:02.533000'), Timestamp('2023-11-21 04:27:03.014000'), Timestamp('2023-11-21 04:27:03.496000'), Timestamp('2023-11-21 04:27:03.977000'), Timestamp('2023-11-21 04:27:04.459000'), Timestamp('2023-11-21 04:27:04.940000'), Timestamp('2023-11-21 04:27:05.422000'), Timestamp('2023-11-21 04:27:05.903000'), Timestamp('2023-11-21 04:27:06.385000'), Timestamp('2023-11-21 04:27:06.866000'), Timestamp('2023-11-21 04:27:07.348000'), Timestamp('2023-11-21 04:27:07.829000'), Timestamp('2023-11-21 04:27:08.311000'), Timestamp('2023-11-21 04:27:08.792000'), Timestamp('2023-11-21 04:27:09.274000'), Timestamp('2023-11-21 04:27:09.755000'), Timestamp('2023-11-21 04:27:10.237000'), Timestamp('2023-11-21 04:27:10.717000'), Timestamp('2023-11-21 04:27:11.199000'), Timestamp('2023-11-21 04:27:11.680000'), Timestamp('2023-11-21 04:27:12.162000'), Timestamp('2023-11-21 04:27:12.642000'), Timestamp('2023-11-21 04:27:13.124000')]]","[[134.25, 135.13, 150.36, 155.72, 132.83, 152.66, 162.51, 138.31, 148.69, 162.94, 157.07, 133.57, 149.36, 166.96, 138.58, 145.2, 151.52, 158.61, 135.96, 163.28, 165.35, 127.29, 152.27, 155.4, 152.48, 133.77, 159.14, 163.77, 136.27, 156.94, 168.04, 145.7, 154.13, 151.01, 149.32, 133.61, 153.6, 159.11, 140.14]]",[],[]
Gaming_2160P-2cb1_downsample_1080p,"[[Timestamp('2023-11-21 04:44:42.544000'), Timestamp('2023-11-21 04:44:43.386000'), Timestamp('2023-11-21 04:44:43.870000'), Timestamp('2023-11-21 04:44:44.357000'), Timestamp('2023-11-21 04:44:44.841000'), Timestamp('2023-11-21 04:44:45.683000'), Timestamp('2023-11-21 04:44:46.552000'), Timestamp('2023-11-21 04:44:47.396000'), Timestamp('2023-11-21 04:44:47.876000'), Timestamp('2023-11-21 04:44:48.356000'), Timestamp('2023-11-21 04:44:48.840000'), Timestamp('2023-11-21 04:44:49.681000')]]","[[193.82, 183.43, 199.62, 195.9, 186.61, 185.56, 179.9, 194.02, 177.29, 188.01, 183.97, 176.01]]",[],[]
Gaming_2160P-2cb1_downsample_1080p,"[[Timestamp('2023-11-21 05:02:14.617000'), Timestamp('2023-11-21 05:02:15.460000'), Timestamp('2023-11-21 05:02:16.307000'), Timestamp('2023-11-21 05:02:17.143000'), Timestamp('2023-11-21 05:02:17.634000'), Timestamp('2023-11-21 05:02:18.123000'), Timestamp('2023-11-21 05:02:18.603000'), Timestamp('2023-11-21 05:02:19.085000'), Timestamp('2023-11-21 05:02:19.565000'), Timestamp('2023-11-21 05:02:20.047000'), Timestamp('2023-11-21 05:02:20.528000')]]","[[191.13, 189.73, 186.81, 188.95, 186.77, 182.4, 182.94, 188.25, 181.69, 189.51, 188.39]]",[],[]
Gaming_2160P-2cb1_downsample_1080p,"[[Timestamp('2023-11-21 05:21:16.884000'), Timestamp('2023-11-21 05:21:17.751000'), Timestamp('2023-11-21 05:21:18.594000'), Timestamp('2023-11-21 05:21:19.076000'), Timestamp('2023-11-21 05:21:19.927000'), Timestamp('2023-11-21 05:21:20.797000')]]","[[199.79, 200.29, 201.86, 206.8, 204.41, 137.18]]",[],[]
Gaming_2160P-2cb1_downsample_720p,"[[Timestamp('2023-11-21 05:26:47.029000'), Timestamp('2023-11-21 05:26:47.494000'), Timestamp('2023-11-21 05:26:47.975000'), Timestamp('2023-11-21 05:26:48.491000'), Timestamp('2023-11-21 05:26:48.973000'), Timestamp('2023-11-21 05:26:49.462000'), Timestamp('2023-11-21 05:26:49.943000'), Timestamp('2023-11-21 05:26:50.433000'), Timestamp('2023-11-21 05:26:50.914000'), Timestamp('2023-11-21 05:26:51.756000'), Timestamp('2023-11-21 05:26:52.635000'), Timestamp('2023-11-21 05:26:53.470000'), Timestamp('2023-11-21 05:26:53.985000'), Timestamp('2023-11-21 05:26:54.469000'), Timestamp('2023-11-21 05:26:54.983000'), Timestamp('2023-11-21 05:26:55.468000'), Timestamp('2023-11-21 05:26:55.983000'), Timestamp('2023-11-21 05:26:56.466000'), Timestamp('2023-11-21 05:26:56.980000'), Timestamp('2023-11-21 05:26:57.465000'), Timestamp('2023-11-21 05:26:57.980000'), Timestamp('2023-11-21 05:26:58.463000'), Timestamp('2023-11-21 05:26:58.978000'), Timestamp('2023-11-21 05:26:59.462000'), Timestamp('2023-11-21 05:26:59.975000'), Timestamp('2023-11-21 05:27:00.460000'), Timestamp('2023-11-21 05:27:00.975000'), Timestamp('2023-11-21 05:27:01.458000'), Timestamp('2023-11-21 05:27:01.973000'), Timestamp('2023-11-21 05:27:02.457000'), Timestamp('2023-11-21 05:27:02.972000'), Timestamp('2023-11-21 05:27:03.455000'), Timestamp('2023-11-21 05:27:03.970000'), Timestamp('2023-11-21 05:27:04.454000'), Timestamp('2023-11-21 05:27:04.969000'), Timestamp('2023-11-21 05:27:05.453000'), Timestamp('2023-11-21 05:27:05.968000'), Timestamp('2023-11-21 05:27:06.451000'), Timestamp('2023-11-21 05:27:06.966000'), Timestamp('2023-11-21 05:27:07.450000'), Timestamp('2023-11-21 05:27:07.965000')]]","[[78.36399999999999, 78.149, 114.34, 146.46, 143.5, 113.74, 119.54, 153.52, 132.94, 145.58, 124.48, 116.91, 143.39, 144.01, 122.59, 124.7, 155.7, 135.72, 117.98, 84.37799999999999, 77.881, 131.94, 137.22, 121.57, 113.6, 148.89, 142.81, 124.04, 138.62, 145.35, 131.38, 117.25, 143.54, 131.9, 124.34, 114.82, 145.24, 152.35, 118.97, 99.458, 78.50399999999999]]",[],[]
Gaming_2160P-2cb1_downsample_720p,"[[Timestamp('2023-11-21 05:33:13.568000'), Timestamp('2023-11-21 05:33:14.048000'), Timestamp('2023-11-21 05:33:14.528000'), Timestamp('2023-11-21 05:33:15.012000'), Timestamp('2023-11-21 05:33:15.853000'), Timestamp('2023-11-21 05:33:16.731000'), Timestamp('2023-11-21 05:33:17.566000'), Timestamp('2023-11-21 05:33:18.055000'), Timestamp('2023-11-21 05:33:18.536000'), Timestamp('2023-11-21 05:33:19.026000'), Timestamp('2023-11-21 05:33:19.507000'), Timestamp('2023-11-21 05:33:20.348000'), Timestamp('2023-11-21 05:33:21.227000'), Timestamp('2023-11-21 05:33:22.063000'), Timestamp('2023-11-21 05:33:22.551000'), Timestamp('2023-11-21 05:33:23.034000'), Timestamp('2023-11-21 05:33:23.522000'), Timestamp('2023-11-21 05:33:24.006000'), Timestamp('2023-11-21 05:33:24.847000'), Timestamp('2023-11-21 05:33:25.725000'), Timestamp('2023-11-21 05:33:26.560000'), Timestamp('2023-11-21 05:33:27.077000'), Timestamp('2023-11-21 05:33:27.559000')]]","[[116.52, 109.97, 123.6, 110.35, 84.30799999999999, 126.0, 108.95, 136.06, 112.09, 128.99, 108.23, 118.62, 122.32, 111.48, 129.45, 113.34, 128.51, 106.66, 103.21, 116.27, 79.4, 79.343, 79.02]]",[],[]
Gaming_2160P-2cb1_downsample_720p,"[[Timestamp('2023-11-21 05:38:46.961000'), Timestamp('2023-11-21 05:38:47.439000'), Timestamp('2023-11-21 05:38:47.921000'), Timestamp('2023-11-21 05:38:48.402000'), Timestamp('2023-11-21 05:38:48.882000'), Timestamp('2023-11-21 05:38:49.363000')]]","[[149.51, 169.16, 167.14, 176.97, 174.19, 181.63]]",[],[]
Gaming_2160P-2cb1_downsample_720p,"[[Timestamp('2023-11-21 05:44:36.397000'), Timestamp('2023-11-21 05:44:37.252000')]]","[[201.96, 207.23]]",[],[]
Gaming_2160P-2cb1_downsample_720p,"[[Timestamp('2023-11-21 05:50:12.804000'), Timestamp('2023-11-21 05:50:13.642000')]]","[[201.68, 198.9]]",[],[]
