vid,time_stamp,power,failure_decoding_power,failure_decoding_time
HDR_2160P-06ae_downsample_1080p,"[[Timestamp('2023-11-15 21:55:57.273000'), Timestamp('2023-11-15 21:55:58.127000'), Timestamp('2023-11-15 21:55:58.588000'), Timestamp('2023-11-15 21:55:59.771000'), Timestamp('2023-11-15 21:56:00.606000'), Timestamp('2023-11-15 21:56:01.121000'), Timestamp('2023-11-15 21:56:01.605000'), Timestamp('2023-11-15 21:56:02.119000'), Timestamp('2023-11-15 21:56:02.603000'), Timestamp('2023-11-15 21:56:03.118000'), Timestamp('2023-11-15 21:56:03.601000'), Timestamp('2023-11-15 21:56:04.116000'), Timestamp('2023-11-15 21:56:04.600000'), Timestamp('2023-11-15 21:56:05.114000'), Timestamp('2023-11-15 21:56:05.598000'), Timestamp('2023-11-15 21:56:06.112000'), Timestamp('2023-11-15 21:56:06.596000'), Timestamp('2023-11-15 21:56:07.110000'), Timestamp('2023-11-15 21:56:07.594000'), Timestamp('2023-11-15 21:56:08.108000'), Timestamp('2023-11-15 21:56:08.592000'), Timestamp('2023-11-15 21:56:09.107000'), Timestamp('2023-11-15 21:56:09.590000'), Timestamp('2023-11-15 21:56:10.105000'), Timestamp('2023-11-15 21:56:10.588000'), Timestamp('2023-11-15 21:56:11.103000'), Timestamp('2023-11-15 21:56:11.586000'), Timestamp('2023-11-15 21:56:12.101000'), Timestamp('2023-11-15 21:56:12.584000'), Timestamp('2023-11-15 21:56:13.099000'), Timestamp('2023-11-15 21:56:13.582000'), Timestamp('2023-11-15 21:56:14.097000'), Timestamp('2023-11-15 21:56:14.580000'), Timestamp('2023-11-15 21:56:15.095000'), Timestamp('2023-11-15 21:56:15.578000'), Timestamp('2023-11-15 21:56:16.093000'), Timestamp('2023-11-15 21:56:16.576000'), Timestamp('2023-11-15 21:56:17.091000'), Timestamp('2023-11-15 21:56:17.574000')]]","[[186.69, 183.27, 168.33, 185.28, 180.79, 178.61, 185.0, 183.15, 182.58, 186.46, 191.35, 176.37, 175.02, 187.59, 185.49, 184.21, 182.84, 185.29, 178.33, 177.85, 179.3, 185.52, 177.2, 179.13, 192.3, 180.83, 181.68, 181.82, 188.25, 177.08, 175.38, 186.49, 173.86, 175.39, 186.07, 191.81, 178.79, 181.09, 184.26]]",[],[]
HDR_2160P-06ae_downsample_1080p,"[[Timestamp('2023-11-15 22:10:23.682000'), Timestamp('2023-11-15 22:10:24.515000'), Timestamp('2023-11-15 22:10:24.997000'), Timestamp('2023-11-15 22:10:25.487000'), Timestamp('2023-11-15 22:10:25.976000'), Timestamp('2023-11-15 22:10:26.455000'), Timestamp('2023-11-15 22:10:26.936000'), Timestamp('2023-11-15 22:10:27.416000'), Timestamp('2023-11-15 22:10:27.897000'), Timestamp('2023-11-15 22:10:28.376000'), Timestamp('2023-11-15 22:10:28.858000'), Timestamp('2023-11-15 22:10:29.337000'), Timestamp('2023-11-15 22:10:29.818000'), Timestamp('2023-11-15 22:10:30.298000'), Timestamp('2023-11-15 22:10:30.779000'), Timestamp('2023-11-15 22:10:31.259000'), Timestamp('2023-11-15 22:10:31.740000'), Timestamp('2023-11-15 22:10:32.219000'), Timestamp('2023-11-15 22:10:32.700000'), Timestamp('2023-11-15 22:10:33.180000'), Timestamp('2023-11-15 22:10:33.661000'), Timestamp('2023-11-15 22:10:34.140000'), Timestamp('2023-11-15 22:10:34.622000')]]","[[171.02, 185.53, 176.46, 181.05, 181.94, 179.4, 171.93, 180.55, 179.04, 175.55, 175.57, 175.99, 183.74, 176.92, 181.95, 176.69, 182.62, 173.14, 181.97, 178.82, 179.24, 177.37, 182.83]]",[],[]
HDR_2160P-06ae_downsample_1080p,"[[Timestamp('2023-11-15 22:21:12.438000'), Timestamp('2023-11-15 22:21:13.305000'), Timestamp('2023-11-15 22:21:14.137000'), Timestamp('2023-11-15 22:21:14.618000'), Timestamp('2023-11-15 22:21:15.109000'), Timestamp('2023-11-15 22:21:15.597000'), Timestamp('2023-11-15 22:21:16.077000'), Timestamp('2023-11-15 22:21:16.558000'), Timestamp('2023-11-15 22:21:17.037000'), Timestamp('2023-11-15 22:21:17.518000'), Timestamp('2023-11-15 22:21:17.997000'), Timestamp('2023-11-15 22:21:18.478000'), Timestamp('2023-11-15 22:21:18.958000'), Timestamp('2023-11-15 22:21:19.439000'), Timestamp('2023-11-15 22:21:19.918000'), Timestamp('2023-11-15 22:21:20.399000'), Timestamp('2023-11-15 22:21:20.879000'), Timestamp('2023-11-15 22:21:21.360000'), Timestamp('2023-11-15 22:21:21.839000'), Timestamp('2023-11-15 22:21:22.320000')]]","[[186.66, 189.23, 186.77, 193.37, 185.93, 151.42, 78.931, 78.683, 78.113, 155.45, 186.01, 190.58, 191.86, 182.33, 181.86, 80.336, 79.22399999999999, 79.574, 77.921, 77.997]]",[],[]
HDR_2160P-06ae_downsample_1080p,"[[Timestamp('2023-11-15 22:32:35.541000'), Timestamp('2023-11-15 22:32:36.371000'), Timestamp('2023-11-15 22:32:37.229000'), Timestamp('2023-11-15 22:32:37.709000'), Timestamp('2023-11-15 22:32:38.191000'), Timestamp('2023-11-15 22:32:38.672000')]]","[[181.67, 182.77, 184.35, 184.33, 105.06, 119.29]]",[],[]
HDR_2160P-06ae_downsample_1080p,"[[Timestamp('2023-11-15 22:44:10.393000'), Timestamp('2023-11-15 22:44:11.263000'), Timestamp('2023-11-15 22:44:12.116000'), Timestamp('2023-11-15 22:44:12.605000'), Timestamp('2023-11-15 22:44:13.088000'), Timestamp('2023-11-15 22:44:13.566000'), Timestamp('2023-11-15 22:44:14.049000'), Timestamp('2023-11-15 22:44:14.527000'), Timestamp('2023-11-15 22:44:15.010000'), Timestamp('2023-11-15 22:44:15.488000'), Timestamp('2023-11-15 22:44:15.971000'), Timestamp('2023-11-15 22:44:16.450000'), Timestamp('2023-11-15 22:44:16.932000'), Timestamp('2023-11-15 22:44:17.411000'), Timestamp('2023-11-15 22:44:17.893000'), Timestamp('2023-11-15 22:44:18.372000'), Timestamp('2023-11-15 22:44:18.854000')]]","[[78.536, 79.249, 78.687, 84.42, 174.68, 184.2, 185.0, 187.2, 185.44, 187.22, 187.81, 181.98, 177.53, 79.482, 78.46300000000001, 78.92, 77.507]]",[],[]
HDR_2160P-06ae_downsample_720p,"[[Timestamp('2023-11-15 22:48:26.806000'), Timestamp('2023-11-15 22:48:27.661000'), Timestamp('2023-11-15 22:48:28.127000'), Timestamp('2023-11-15 22:48:28.610000'), Timestamp('2023-11-15 22:48:29.126000'), Timestamp('2023-11-15 22:48:29.608000'), Timestamp('2023-11-15 22:48:30.097000'), Timestamp('2023-11-15 22:48:30.579000'), Timestamp('2023-11-15 22:48:31.068000'), Timestamp('2023-11-15 22:48:31.549000'), Timestamp('2023-11-15 22:48:32.399000'), Timestamp('2023-11-15 22:48:33.280000'), Timestamp('2023-11-15 22:48:34.124000'), Timestamp('2023-11-15 22:48:34.606000'), Timestamp('2023-11-15 22:48:35.095000'), Timestamp('2023-11-15 22:48:35.584000'), Timestamp('2023-11-15 22:48:36.426000'), Timestamp('2023-11-15 22:48:37.295000')]]","[[173.73, 174.13, 170.89, 145.43, 179.13, 172.07, 173.79, 178.17, 174.09, 169.68, 173.72, 112.82, 147.6, 172.14, 169.94, 175.81, 169.57, 77.672]]",[],[]
HDR_2160P-06ae_downsample_720p,"[[Timestamp('2023-11-15 22:52:43.342000'), Timestamp('2023-11-15 22:52:44.182000'), Timestamp('2023-11-15 22:52:45.061000'), Timestamp('2023-11-15 22:52:45.895000'), Timestamp('2023-11-15 22:52:46.384000'), Timestamp('2023-11-15 22:52:46.865000'), Timestamp('2023-11-15 22:52:47.354000'), Timestamp('2023-11-15 22:52:47.837000')]]","[[157.69, 158.04, 161.66, 168.45, 156.66, 163.03, 164.82, 155.85]]","[[161.83, 153.38, 152.44, 154.8, 160.1, 169.46, 94.11200000000001, 89.495, 78.314, 79.10600000000001, 78.47800000000001, 79.615, 78.812, 79.444, 78.678, 78.92399999999999]]","[[Timestamp('2023-11-15 22:52:18.469000'), Timestamp('2023-11-15 22:52:19.668000'), Timestamp('2023-11-15 22:52:20.528000'), Timestamp('2023-11-15 22:52:21.359000'), Timestamp('2023-11-15 22:52:21.848000'), Timestamp('2023-11-15 22:52:22.331000'), Timestamp('2023-11-15 22:52:23.181000'), Timestamp('2023-11-15 22:52:24.051000'), Timestamp('2023-11-15 22:52:24.887000'), Timestamp('2023-11-15 22:52:25.402000'), Timestamp('2023-11-15 22:52:25.886000'), Timestamp('2023-11-15 22:52:26.401000'), Timestamp('2023-11-15 22:52:26.885000'), Timestamp('2023-11-15 22:52:27.400000'), Timestamp('2023-11-15 22:52:27.884000'), Timestamp('2023-11-15 22:52:28.400000')]]"
HDR_2160P-06ae_downsample_720p,"[[Timestamp('2023-11-15 22:57:01.043000'), Timestamp('2023-11-15 22:57:01.505000'), Timestamp('2023-11-15 22:57:01.988000'), Timestamp('2023-11-15 22:57:02.502000'), Timestamp('2023-11-15 22:57:02.985000'), Timestamp('2023-11-15 22:57:03.500000'), Timestamp('2023-11-15 22:57:03.983000')]]","[[168.0, 179.15, 165.65, 180.66, 184.79, 106.1, 78.361]]",[],[]
HDR_2160P-06ae_downsample_720p,"[[Timestamp('2023-11-15 23:00:18.433000'), Timestamp('2023-11-15 23:00:18.921000'), Timestamp('2023-11-15 23:00:19.404000')]]","[[189.19, 191.11, 187.58]]",[],[]
HDR_2160P-06ae_downsample_720p,"[[Timestamp('2023-11-15 23:02:41.278000'), Timestamp('2023-11-15 23:02:41.759000'), Timestamp('2023-11-15 23:02:42.241000'), Timestamp('2023-11-15 23:02:42.721000'), Timestamp('2023-11-15 23:02:43.203000'), Timestamp('2023-11-15 23:02:43.683000'), Timestamp('2023-11-15 23:02:44.165000'), Timestamp('2023-11-15 23:02:44.645000'), Timestamp('2023-11-15 23:02:45.128000'), Timestamp('2023-11-15 23:02:45.608000'), Timestamp('2023-11-15 23:02:46.090000'), Timestamp('2023-11-15 23:02:46.570000'), Timestamp('2023-11-15 23:02:47.052000'), Timestamp('2023-11-15 23:02:47.532000'), Timestamp('2023-11-15 23:02:48.014000'), Timestamp('2023-11-15 23:02:48.495000'), Timestamp('2023-11-15 23:02:48.977000'), Timestamp('2023-11-15 23:02:49.457000'), Timestamp('2023-11-15 23:02:49.939000'), Timestamp('2023-11-15 23:02:50.420000'), Timestamp('2023-11-15 23:02:50.902000'), Timestamp('2023-11-15 23:02:51.382000'), Timestamp('2023-11-15 23:02:51.864000'), Timestamp('2023-11-15 23:02:52.345000'), Timestamp('2023-11-15 23:02:52.827000'), Timestamp('2023-11-15 23:02:53.307000'), Timestamp('2023-11-15 23:02:53.789000'), Timestamp('2023-11-15 23:02:54.269000'), Timestamp('2023-11-15 23:02:54.751000'), Timestamp('2023-11-15 23:02:55.232000'), Timestamp('2023-11-15 23:02:55.714000'), Timestamp('2023-11-15 23:02:56.194000'), Timestamp('2023-11-15 23:02:56.676000'), Timestamp('2023-11-15 23:02:57.156000'), Timestamp('2023-11-15 23:02:57.638000'), Timestamp('2023-11-15 23:02:58.118000'), Timestamp('2023-11-15 23:02:58.600000'), Timestamp('2023-11-15 23:02:59.080000'), Timestamp('2023-11-15 23:02:59.562000'), Timestamp('2023-11-15 23:03:00.042000'), Timestamp('2023-11-15 23:03:00.524000'), Timestamp('2023-11-15 23:03:01.004000'), Timestamp('2023-11-15 23:03:01.486000'), Timestamp('2023-11-15 23:03:01.967000'), Timestamp('2023-11-15 23:03:02.449000'), Timestamp('2023-11-15 23:03:02.929000'), Timestamp('2023-11-15 23:03:03.411000'), Timestamp('2023-11-15 23:03:03.891000'), Timestamp('2023-11-15 23:03:04.373000'), Timestamp('2023-11-15 23:03:04.854000'), Timestamp('2023-11-15 23:03:05.336000'), Timestamp('2023-11-15 23:03:05.816000'), Timestamp('2023-11-15 23:03:06.299000'), Timestamp('2023-11-15 23:03:06.779000'), Timestamp('2023-11-15 23:03:07.261000'), Timestamp('2023-11-15 23:03:07.742000'), Timestamp('2023-11-15 23:03:08.216000'), Timestamp('2023-11-15 23:03:09.412000'), Timestamp('2023-11-15 23:03:10.260000'), Timestamp('2023-11-15 23:03:11.096000'), Timestamp('2023-11-15 23:03:11.576000'), Timestamp('2023-11-15 23:03:12.058000'), Timestamp('2023-11-15 23:03:12.539000'), Timestamp('2023-11-15 23:03:13.021000'), Timestamp('2023-11-15 23:03:13.512000'), Timestamp('2023-11-15 23:03:13.994000'), Timestamp('2023-11-15 23:03:14.482000'), Timestamp('2023-11-15 23:03:14.964000'), Timestamp('2023-11-15 23:03:15.444000'), Timestamp('2023-11-15 23:03:15.926000'), Timestamp('2023-11-15 23:03:16.407000'), Timestamp('2023-11-15 23:03:16.889000'), Timestamp('2023-11-15 23:03:17.369000'), Timestamp('2023-11-15 23:03:17.851000'), Timestamp('2023-11-15 23:03:18.332000'), Timestamp('2023-11-15 23:03:18.814000'), Timestamp('2023-11-15 23:03:19.294000'), Timestamp('2023-11-15 23:03:19.776000'), Timestamp('2023-11-15 23:03:20.257000')]]","[[134.42, 132.82, 125.58, 124.9, 80.18, 99.896, 131.53, 138.16, 131.23, 128.02, 130.84, 120.54, 121.96, 127.78, 129.71, 128.9, 132.48, 124.59, 124.51, 124.88, 131.71, 124.07, 117.94, 126.66, 127.91, 111.23, 78.632, 79.303, 98.529, 122.52, 130.65, 125.39, 130.84, 121.73, 132.59, 117.47, 79.82, 80.131, 129.96, 122.52, 130.22, 119.95, 123.31, 127.47, 124.55, 134.12, 127.49, 127.95, 128.03, 121.78, 128.86, 137.4, 131.05, 130.93, 125.39, 123.09, 126.5, 135.43, 126.26, 117.38, 130.65, 131.53, 131.04, 135.59, 140.34, 130.49, 130.95, 134.79, 135.43, 123.23, 128.24, 125.85, 127.61, 122.71, 127.99, 79.008, 77.851, 77.96, 77.867]]",[],[]
