video_name,vid,category,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,encoding_elapsed_time,decoding_elapsed_time,duplicate_count,duplicate_bitrate_rawvideo (kb/s),start_time_encode,end_time_encode,count_encode,start_time_decode,end_time_decode,count_decode,target_encode_energy,decode_energy,total_energy
Sports_2160P-1b70,Sports_2160P-1b70,Sports,2160,3840,2160,yuv420p,29.97002997,2983014,159628,49.463997,99.066262,10,161.736872,11.901985,2,2488320,2023-11-23 09:12:36.983,2023-11-23 09:17:57.466,1,2023-11-23 09:18:12.233,2023-11-23 09:18:33.947,1,32163.60357294331,1776.8310741176472,33940.43464706096
Sports_2160P-1b70,Sports_2160P-1b70,Sports,2160,3840,2160,yuv420p,29.97002997,2983014,44789,43.013028,96.638991,20,91.53467,7.805746,2,2488320,2023-11-23 09:27:26.409,2023-11-23 09:30:30.552,1,2023-11-23 09:30:44.449,2023-11-23 09:30:57.118,1,18221.15150515849,953.4083491304348,19174.559854288924
Sports_2160P-1b70,Sports_2160P-1b70,Sports,2160,3840,2160,yuv420p,29.97002997,2983014,4700,39.060926,87.742202,30,56.497076,4.999276,2,2488320,2023-11-23 09:34:12.980,2023-11-23 09:36:14.136,1,2023-11-23 09:36:35.476,2023-11-23 09:36:40.188,1,9685.419266102812,324.8413533333333,10010.260619436143
Sports_2160P-1b70,Sports_2160P-1b70,Sports,2160,3840,2160,yuv420p,29.97002997,2983014,912,34.817706,59.543068,40,44.718751,4.885385,2,2488320,2023-11-23 09:39:44.434,2023-11-23 09:41:19.807,1,2023-11-23 09:41:33.943,2023-11-23 09:41:41.260,1,7256.542937775405,415.676026125,7672.218963900405
Sports_2160P-1b70,Sports_2160P-1b70,Sports,2160,3840,2160,yuv420p,29.97002997,2983014,270,29.513733,21.796449,50,43.447639,4.845632,2,2488320,2023-11-23 09:44:50.008,2023-11-23 09:46:23.079,1,2023-11-23 09:46:36.901,2023-11-23 09:46:39.081,1,6706.3602274116,176.16943333333336,6882.529660744934
Sports_2160P-1b70,Sports_2160P-1b70_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,61068,41.275148,95.115125,10,46.540241,6.732732,12,622080,2023-11-22 15:17:09.925,2023-11-22 15:25:51.027,1,2023-11-22 15:26:04.794,2023-11-22 15:27:23.503,1,8749.527820637208,828.1693487983094,9577.697169435518
Sports_2160P-1b70,Sports_2160P-1b70_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,8860,39.216904,89.032816,20,22.098239,3.535838,12,622080,2023-11-22 15:33:21.355,2023-11-22 15:37:27.952,1,2023-11-22 15:37:42.093,2023-11-22 15:38:21.415,1,3531.625267977593,343.0869194975844,3874.712187475178
Sports_2160P-1b70,Sports_2160P-1b70_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,1451,36.549505,72.348992,30,12.317742,1.966414,12,622080,2023-11-22 15:44:12.022,2023-11-22 15:46:41.622,1,2023-11-22 15:46:55.705,2023-11-22 15:47:15.802,1,2085.173317814208,158.10375256097555,2243.2770703751835
Sports_2160P-1b70,Sports_2160P-1b70_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,340,32.093806,37.208371,40,10.5699,1.439892,12,622080,2023-11-22 15:53:33.343,2023-11-22 15:55:49.314,1,2023-11-22 15:56:03.011,2023-11-22 15:56:18.899,1,1720.2273271196402,123.69765693333336,1843.9249840529733
Sports_2160P-1b70,Sports_2160P-1b70_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,93,27.249694,8.530185,50,10.672978,1.384653,12,622080,2023-11-22 16:02:15.442,2023-11-22 16:04:30.556,1,2023-11-22 16:04:44.401,2023-11-22 16:04:54.935,1,1590.0726828030292,87.95023871111111,1678.0229215141403
Sports_2160P-1b70,Sports_2160P-1b70_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,24836,37.763643,86.665327,10,26.648089,5.641581,12,276480,2023-11-22 16:05:22.237,2023-11-22 16:11:01.643,1,2023-11-22 16:11:15.583,2023-11-22 16:12:18.697,1,4206.806339798473,539.5588475826446,4746.365187381118
Sports_2160P-1b70,Sports_2160P-1b70_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,4178,36.800904,78.208269,20,14.975957,2.899896,12,276480,2023-11-22 16:12:43.004,2023-11-22 16:15:46.580,1,2023-11-22 16:16:00.576,2023-11-22 16:16:33.080,1,1963.1533724560263,233.15862755555565,2196.3120000115823
Sports_2160P-1b70,Sports_2160P-1b70_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,840,34.560456,57.363059,30,8.178341,1.547543,12,276480,2023-11-22 16:17:46.873,2023-11-22 16:19:29.172,1,2023-11-22 16:19:42.982,2023-11-22 16:20:00.240,1,1138.2450650176766,124.48001991379311,1262.7250849314696
Sports_2160P-1b70,Sports_2160P-1b70_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,194,30.51129,23.751173,40,6.428955,0.975804,12,276480,2023-11-22 16:21:11.557,2023-11-22 16:22:25.738,1,2023-11-22 16:22:39.782,2023-11-22 16:22:47.900,1,824.6697543162392,60.57339369230769,885.2431480085469
Sports_2160P-1b70,Sports_2160P-1b70_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,51,26.110826,3.472858,50,6.215109,0.741246,12,276480,2023-11-22 16:23:30.387,2023-11-22 16:24:49.750,1,2023-11-22 16:25:04.739,2023-11-22 16:25:11.248,1,783.7579138841916,49.8088290448718,833.5667429290634
Animation_2160P-41dc,Animation_2160P-41dc,Animation,2160,3840,2160,yuv420p,15.0,1492998,264343,47.51324,99.204751,10,124.497312,9.702242,2,2488320,2023-11-22 23:20:22.537,2023-11-22 23:24:24.576,1,2023-11-22 23:24:38.509,2023-11-22 23:24:55.342,1,24698.567892301584,1551.3112446428568,26249.87913694444
Animation_2160P-41dc,Animation_2160P-41dc,Animation,2160,3840,2160,yuv420p,15.0,1492998,98552,40.081277,96.983751,20,88.53858,6.026399,2,2488320,2023-11-22 23:25:14.316,2023-11-22 23:28:16.453,1,2023-11-22 23:28:30.554,2023-11-22 23:28:40.191,1,18427.98719934528,852.7441170588235,19280.731316404104
Animation_2160P-41dc,Animation_2160P-41dc,Animation,2160,3840,2160,yuv420p,15.0,1492998,25377,33.858691,87.499083,30,56.22811,3.61969,2,2488320,2023-11-22 23:28:59.696,2023-11-22 23:30:53.297,1,2023-11-22 23:31:07.232,2023-11-22 23:31:13.125,1,11248.510495039996,425.72888295,11674.239377989994
Animation_2160P-41dc,Animation_2160P-41dc,Animation,2160,3840,2160,yuv420p,15.0,1492998,5644,28.631495,58.190341,40,33.059161,2.900204,2,2488320,2023-11-22 23:31:32.721,2023-11-22 23:32:40.346,1,2023-11-22 23:32:54.147,2023-11-22 23:32:55.823,1,6242.551204887219,135.98645,6378.537654887219
Animation_2160P-41dc,Animation_2160P-41dc,Animation,2160,3840,2160,yuv420p,15.0,1492998,1038,22.808839,28.417252,50,23.665449,2.702895,2,2488320,2023-11-22 23:33:15.511,2023-11-22 23:34:05.057,1,2023-11-22 23:34:18.767,2023-11-22 23:34:19.616,1,3960.43993933,70.573125,4031.01306433
Animation_2160P-41dc,Animation_2160P-41dc_downsample_1080p,Animation,1080,1920,1080,yuv420p,15.0,1492998,76499,31.959274,91.846972,10,39.16178,11.976611,12,622080,2023-11-21 19:09:59.057,2023-11-21 19:17:00.255,1,2023-11-21 19:17:14.038,2023-11-21 19:18:02.194,1,6828.461098504165,576.3079208641972,7404.769019368363
Animation_2160P-41dc,Animation_2160P-41dc_downsample_1080p,Animation,1080,1920,1080,yuv420p,15.0,1492998,28136,31.275912,86.690164,20,25.715301,3.116201,12,622080,2023-11-21 19:18:29.137,2023-11-21 19:23:37.536,1,2023-11-21 19:23:51.369,2023-11-21 19:24:22.291,1,4998.920113457992,337.18695403225814,5336.107067490249
Animation_2160P-41dc,Animation_2160P-41dc_downsample_1080p,Animation,1080,1920,1080,yuv420p,15.0,1492998,7490,29.387139,70.430703,30,16.507499,1.89793,12,622080,2023-11-21 19:24:48.608,2023-11-21 19:28:10.746,1,2023-11-21 19:28:24.204,2023-11-21 19:28:41.490,1,3133.180821655174,169.01266458333333,3302.1934862385074
Animation_2160P-41dc,Animation_2160P-41dc_downsample_1080p,Animation,1080,1920,1080,yuv420p,15.0,1492998,1831,25.927272,43.027369,40,10.03254,1.204009,12,622080,2023-11-21 19:29:46.649,2023-11-21 19:31:48.765,1,2023-11-21 19:32:02.110,2023-11-21 19:32:15.686,1,1765.8638975641018,116.91298746153844,1882.77688502564
Animation_2160P-41dc,Animation_2160P-41dc_downsample_1080p,Animation,1080,1920,1080,yuv420p,15.0,1492998,225,21.786368,23.530741,50,6.733441,0.833897,12,622080,2023-11-21 19:33:28.007,2023-11-21 19:34:50.668,1,2023-11-21 19:35:04.402,2023-11-21 19:35:10.797,1,1003.2302140247468,52.77904928030302,1056.00926330505
Animation_2160P-41dc,Animation_2160P-41dc_downsample_720p,Animation,720,1280,720,yuv420p,15.0,1492998,33836,27.54911,79.331506,10,21.677281,3.050261,12,276480,2023-11-21 19:35:39.980,2023-11-21 19:40:04.856,1,2023-11-21 19:40:18.440,2023-11-21 19:40:51.515,1,3638.746833432029,326.666939889706,3965.4137733217353
