vid,category,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,encoding_elapsed_time,decoding_elapsed_time,duplicate_count,duplicate_bitrate_rawvideo (kb/s),start_time_encode,end_time_encode,count_encode,start_time_decode,end_time_decode,count_decode,target_encode_energy,decode_energy,total_energy
Sports_2160P-1261_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,38593,41.701769,95.570585,10,10.950999,1.804022,12,622080,2023-11-21 13:46:21.105,2023-11-21 13:48:20.835,1,2023-11-21 13:48:34.344,2023-11-21 13:48:51.180,1,2038.7394876440324,218.2962775,2257.035765144032
Sports_2160P-1261_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,10502,39.959225,89.182298,20,8.394869,1.369131,12,622080,2023-11-21 13:54:50.220,2023-11-21 13:56:24.694,1,2023-11-21 13:56:39.013,2023-11-21 13:56:47.947,1,1498.325639248039,112.18183269230768,1610.5074719403465
Sports_2160P-1261_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,2328,36.416497,67.211639,30,5.386545,1.313209,12,622080,2023-11-21 14:02:09.354,2023-11-21 14:03:11.949,1,2023-11-21 14:03:25.889,2023-11-21 14:03:29.257,1,951.5757103125001,50.39931333333332,1001.9750236458334
Sports_2160P-1261_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,668,31.465593,34.451671,40,5.388768,1.333166,12,622080,2023-11-21 14:08:28.184,2023-11-21 14:09:31.607,1,2023-11-21 14:09:45.519,2023-11-21 14:09:47.226,1,793.0259556152349,27.957815000000007,820.9837706152349
Sports_2160P-1261_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,220,26.552684,9.530121,50,5.722511,1.329267,12,622080,2023-11-21 14:14:47.329,2023-11-21 14:16:00.285,1,2023-11-21 14:16:14.146,2023-11-21 14:16:14.980,1,762.6186217619047,14.15715,776.7757717619047
Sports_2160P-1261_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,20311,36.118707,85.585381,10,5.429209,1.131925,12,276480,2023-11-21 14:17:28.314,2023-11-21 14:18:37.067,1,2023-11-21 14:18:51.312,2023-11-21 14:19:04.082,1,992.9983424352516,135.4849751,1128.4833175352517
Sports_2160P-1261_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,4830,35.457679,75.614048,20,3.899356,0.758385,12,276480,2023-11-21 14:19:28.003,2023-11-21 14:20:12.859,1,2023-11-21 14:20:26.609,2023-11-21 14:20:31.665,1,659.2275184615386,52.76085807407407,711.9883765356127
Sports_2160P-1261_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,1109,33.448375,50.798646,30,2.991451,0.699189,12,276480,2023-11-21 14:21:18.583,2023-11-21 14:21:52.860,1,2023-11-21 14:22:06.649,2023-11-21 14:22:07.526,1,457.1345067451691,10.923765833333334,468.05827257850245
Sports_2160P-1261_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,312,29.690633,22.326488,40,3.38663,0.670091,12,276480,2023-11-21 14:23:09.210,2023-11-21 14:23:49.013,1,2023-11-21 14:24:03.167,2023-11-21 14:24:19.253,2,429.33716547883597,19.06470711111111,448.40187258994706
Sports_2160P-1261_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,102,25.553343,3.479033,50,3.688441,0.683656,12,276480,2023-11-21 14:24:42.518,2023-11-21 14:25:26.679,1,2023-11-21 14:26:08.972,2023-11-21 14:26:11.143,1,411.62221367140165,17.288396666666667,428.9106103380683
