vid,category,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,encoding_elapsed_time,decoding_elapsed_time,duplicate_count,duplicate_bitrate_rawvideo (kb/s),start_time_encode,end_time_encode,count_encode,start_time_decode,end_time_decode,count_decode,target_encode_energy,decode_energy,total_energy
Gaming_2160P-3002_downsample_1080p,Gaming,1080,1920,1080,yuv420p,24.0,2388797,36004,47.834608,99.526794,10,9.803924,1.266504,12,622080,2023-11-21 06:10:28.110,2023-11-21 06:12:27.434,1,2023-11-21 06:12:44.989,2023-11-21 06:12:53.925,1,1993.418489791261,142.00281375,2135.421303541261
Gaming_2160P-3002_downsample_1080p,Gaming,1080,1920,1080,yuv420p,24.0,2388797,10817,44.040482,96.316415,20,9.061112,1.136084,12,622080,2023-11-21 06:17:58.164,2023-11-21 06:19:29.304,1,2023-11-21 06:19:43.108,2023-11-21 06:19:48.817,1,1458.6179579213483,87.6630033125,1546.2809612338483
Gaming_2160P-3002_downsample_1080p,Gaming,1080,1920,1080,yuv420p,24.0,2388797,3314,38.818828,73.414707,30,5.630519,1.141224,12,622080,2023-11-21 06:22:44.110,2023-11-21 06:23:50.577,1,2023-11-21 06:24:05.520,2023-11-21 06:24:07.232,1,997.45988934944,28.013313333333333,1025.4732026827733
Gaming_2160P-3002_downsample_1080p,Gaming,1080,1920,1080,yuv420p,24.0,2388797,1099,33.054149,37.017833,40,6.423062,1.124836,12,622080,2023-11-21 06:29:46.093,2023-11-21 06:31:02.270,1,2023-11-21 06:31:16.355,2023-11-21 06:31:17.223,1,903.8604188666669,15.088733333333332,918.9491522000003
Gaming_2160P-3002_downsample_1080p,Gaming,1080,1920,1080,yuv420p,24.0,2388797,394,27.768556,8.287530,50,6.793595,1.11088,12,622080,2023-11-21 06:35:34.415,2023-11-21 06:37:02.293,1,2023-11-21 06:37:16.206,2023-11-21 06:37:17.650,1,867.7595966399998,24.97077111111111,892.730367751111
Gaming_2160P-3002_downsample_720p,Gaming,720,1280,720,yuv420p,24.0,2388797,20086,44.535652,97.888875,10,4.973849,0.68406,12,276480,2023-11-21 06:37:41.345,2023-11-21 06:38:41.943,1,2023-11-21 06:38:55.927,2023-11-21 06:39:03.033,1,951.7717715000002,90.65128429761903,1042.4230557976193
Gaming_2160P-3002_downsample_720p,Gaming,720,1280,720,yuv420p,24.0,2388797,5747,41.587025,88.888233,20,3.598367,0.634112,12,276480,2023-11-21 06:45:10.077,2023-11-21 06:45:50.750,1,2023-11-21 06:46:04.897,2023-11-21 06:46:06.571,1,651.0158510937499,25.13511,676.15096109375
Gaming_2160P-3002_downsample_720p,Gaming,720,1280,720,yuv420p,24.0,2388797,1728,36.755499,60.172075,30,2.977656,0.589424,12,276480,2023-11-21 06:46:26.880,2023-11-21 06:46:59.096,1,2023-11-21 06:47:16.593,2023-11-21 06:47:53.946,3,475.0265227860696,25.95174093333333,500.97826371940295
Gaming_2160P-3002_downsample_720p,Gaming,720,1280,720,yuv420p,24.0,2388797,538,31.397311,26.188303,40,3.613806,0.544507,12,276480,2023-11-21 06:48:16.860,2023-11-21 06:48:58.370,1,2023-11-21 06:49:41.238,2023-11-21 06:50:13.642,2,446.31346097222234,,
Gaming_2160P-3002_downsample_720p,Gaming,720,1280,720,yuv420p,24.0,2388797,181,26.577982,2.471983,50,3.803182,0.574863,12,276480,2023-11-21 06:52:25.261,2023-11-21 06:53:12.343,1,2023-11-21 06:53:40.718,2023-11-21 06:53:57.822,2,423.3400247409638,8.535955499999998,431.8759802409638
