vid,category,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,encoding_elapsed_time,decoding_elapsed_time,duplicate_count,duplicate_bitrate_rawvideo (kb/s),start_time_encode,end_time_encode,count_encode,start_time_decode,end_time_decode,count_decode,target_encode_energy,decode_energy,total_energy
Sports_2160P-1b70_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,66913,41.470099,95.431859,10,16.53737,38.361295,12,622080,2023-11-21 16:16:51.941,2023-11-21 16:19:35.317,1,2023-11-21 16:19:49.235,2023-11-21 16:20:12.090,1,2830.450078337349,330.41953786231875,3160.8696161996677
Sports_2160P-1b70_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,9579,38.924702,89.211660,20,7.561193,1.437647,12,622080,2023-11-21 16:25:14.012,2023-11-21 16:26:47.600,1,2023-11-21 16:27:04.982,2023-11-21 16:27:15.913,1,1492.3210501176482,135.08206838636363,1627.4031185040117
Sports_2160P-1b70_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,1657,35.830016,68.677607,30,4.593782,1.307845,12,622080,2023-11-21 16:33:32.600,2023-11-21 16:34:29.457,1,2023-11-21 16:34:43.486,2023-11-21 16:34:47.232,1,870.0316841917402,50.211606976190474,920.2432911679307
Sports_2160P-1b70_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,507,31.348969,32.715375,40,4.184384,1.326445,12,622080,2023-11-21 16:39:51.736,2023-11-21 16:40:46.249,1,2023-11-21 16:41:01.682,2023-11-21 16:41:03.821,1,729.2454626882019,36.051656666666666,765.2971193548685
Sports_2160P-1b70_downsample_1080p,Sports,1080,1920,1080,yuv420p,29.97002997,2983014,176,26.521270,7.893905,50,5.080865,1.27816,12,622080,2023-11-21 16:46:21.255,2023-11-21 16:47:22.111,1,2023-11-21 16:47:35.891,2023-11-21 16:47:54.626,2,697.3968463986254,28.54091658333333,725.9377629819587
Sports_2160P-1b70_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,28984,37.769059,86.933841,10,6.353848,1.30177,12,276480,2023-11-21 16:49:22.705,2023-11-21 16:50:44.550,1,2023-11-21 16:51:40.493,2023-11-21 16:51:56.736,1,1202.6884267403627,179.09408746969697,1381.7825142100596
Sports_2160P-1b70_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,4090,36.536613,77.432700,20,3.625505,0.816907,12,276480,2023-11-21 16:52:44.401,2023-11-21 16:53:31.181,1,2023-11-21 16:53:46.552,2023-11-21 16:53:52.323,1,637.0683826842104,56.7425960486111,693.8109787328215
Sports_2160P-1b70_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,865,33.921559,52.810315,30,2.408448,0.664457,12,276480,2023-11-21 16:54:37.241,2023-11-21 16:55:05.992,1,2023-11-21 16:55:30.714,2023-11-21 16:55:32.054,1,410.2501712641243,18.11959166666667,428.36976293079096
Sports_2160P-1b70_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,249,29.807376,20.672613,40,2.782173,0.651758,12,276480,2023-11-21 16:56:01.409,2023-11-21 16:56:38.027,1,2023-11-21 16:57:07.527,2023-11-21 16:57:38.481,3,390.382073520548,9.816455,400.198528520548
Sports_2160P-1b70_downsample_720p,Sports,720,1280,720,yuv420p,29.97002997,2983014,84,25.398579,3.964736,50,2.911994,0.644207,12,276480,2023-11-21 16:58:48.892,2023-11-21 16:59:27.078,1,2023-11-21 16:59:40.775,2023-11-21 17:00:15.110,3,376.2722013378379,16.382023593750002,392.65422493158786
