vid,category,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,encoding_elapsed_time,decoding_elapsed_time,duplicate_count,duplicate_bitrate_rawvideo (kb/s),start_time_encode,end_time_encode,count_encode,start_time_decode,end_time_decode,count_decode,target_encode_energy,decode_energy,total_energy
Gaming_2160P-2dc4_downsample_1080p,Gaming,1080,1920,1080,yuv420p,59.94006309,5956076,47347,28.970299,31.183827,10,18.613149,2.843483,10,622080,2023-11-03 01:22:20.088,2023-11-03 01:25:21.041,1,2023-11-03 01:25:35.260,2023-11-03 01:25:53.203,1,3744.241326364674,302.8855298571429,4047.126856221817
Gaming_2160P-2dc4_downsample_1080p,Gaming,1080,1920,1080,yuv420p,59.94006309,5956076,10036,29.025591,30.353442,20,13.891114,2.434764,10,622080,2023-11-03 01:39:53.890,2023-11-03 01:41:51.594,1,2023-11-03 01:42:05.317,2023-11-03 01:42:14.222,1,2360.873060388184,163.03326382352938,2523.9063242117136
Gaming_2160P-2dc4_downsample_1080p,Gaming,1080,1920,1080,yuv420p,59.94006309,5956076,2549,29.171068,25.648487,30,10.968642,2.401579,10,622080,2023-11-03 01:53:55.751,2023-11-03 01:55:45.641,1,2023-11-03 01:56:01.304,2023-11-03 01:56:06.881,1,1792.4204014553573,101.53854282,1893.9589442753572
Gaming_2160P-2dc4_downsample_1080p,Gaming,1080,1920,1080,yuv420p,59.94006309,5956076,679,29.214966,14.198733,40,12.294549,2.374563,10,622080,2023-11-03 02:11:47.551,2023-11-03 02:13:49.650,1,2023-11-03 02:14:03.477,2023-11-03 02:14:07.519,1,1536.372290234741,79.94873900000002,1616.321029234741
Gaming_2160P-2dc4_downsample_1080p,Gaming,1080,1920,1080,yuv420p,59.94006309,5956076,195,27.948712,2.285996,50,12.839087,2.377891,10,622080,2023-11-03 02:24:18.401,2023-11-03 02:26:43.945,1,2023-11-03 02:27:05.875,2023-11-03 02:27:07.589,2,1514.8316976775336,26.980073999999995,1541.8117716775337
Gaming_2160P-2dc4_downsample_720p,Gaming,720,1280,720,yuv420p,59.94006309,5956076,21504,29.029578,25.736101,10,9.80304,1.464927,10,276480,2023-11-03 02:30:31.750,2023-11-03 02:32:15.018,1,2023-11-03 02:32:28.857,2023-11-03 02:32:40.044,1,1839.0845462956513,156.46031657142856,1995.54486286708
Gaming_2160P-2dc4_downsample_720p,Gaming,720,1280,720,yuv420p,59.94006309,5956076,4565,29.087038,24.518526,20,6.423668,1.209808,10,276480,2023-11-03 02:35:01.701,2023-11-03 02:36:12.201,1,2023-11-03 02:36:25.728,2023-11-03 02:36:31.019,1,1187.1801823943663,75.90930360000002,1263.0894859943662
Gaming_2160P-2dc4_downsample_720p,Gaming,720,1280,720,yuv420p,59.94006309,5956076,1164,29.212960,18.391568,30,6.462377,1.145491,10,276480,2023-11-03 02:40:00.065,2023-11-03 02:41:08.611,1,2023-11-03 02:41:23.329,2023-11-03 02:41:26.219,1,942.8273813333335,51.68957666666667,994.5169580000002
Gaming_2160P-2dc4_downsample_720p,Gaming,720,1280,720,yuv420p,59.94006309,5956076,307,29.173557,7.133582,40,7.576488,1.134141,10,276480,2023-11-03 02:44:51.916,2023-11-03 02:46:12.229,1,2023-11-03 02:46:25.954,2023-11-03 02:46:26.803,1,880.3220074371953,17.235549,897.5575564371953
Gaming_2160P-2dc4_downsample_720p,Gaming,720,1280,720,yuv420p,59.94006309,5956076,90,27.792125,1.125539,50,8.383395,1.126979,10,276480,2023-11-03 02:49:29.119,2023-11-03 02:51:02.086,1,2023-11-03 02:51:15.517,2023-11-03 02:51:33.834,2,864.7701800000004,18.01824,882.7884200000004
