vid,category,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,encoding_elapsed_time,decoding_elapsed_time,duplicate_count,duplicate_bitrate_rawvideo (kb/s),start_time_encode,end_time_encode,count_encode,start_time_decode,end_time_decode,count_decode,target_encode_energy,decode_energy,total_energy
,,,,,,,,,,,,,,1,622080,2023-12-08 16:02:00.003924,2023-12-08 16:02:12.080712,1,2023-12-08 16:02:22.121358,2023-12-08 16:02:25.489423,1,1414.839504371049,237.33529938799998,1652.1748037590492
,,,,,,,,,,,,,,1,622080,2023-12-08 16:02:35.565951,2023-12-08 16:02:42.603281,1,2023-12-08 16:02:52.641118,2023-12-08 16:02:54.964499,1,776.9717040168307,66.7141447372125,843.6858487540431
,,,,,,,,,,,,,,1,622080,2023-12-08 16:03:05.043621,2023-12-08 16:03:12.294293,1,2023-12-08 16:03:22.332491,2023-12-08 16:03:23.963189,1,544.5174598785512,30.29075454185,574.8082144204012
,,,,,,,,,,,,,,1,622080,2023-12-08 16:03:34.044847,2023-12-08 16:03:41.932364,1,2023-12-08 16:03:51.973620,2023-12-08 16:03:53.530977,1,402.30891173660405,27.696577091700004,430.00548882830407
,,,,,,,,,,,,,,1,622080,2023-12-08 16:04:03.609725,2023-12-08 16:04:08.748867,1,2023-12-08 16:04:18.789109,2023-12-08 16:04:19.320355,1,262.5229038404307,18.130945106666665,280.65384894709734
,,,,,,,,,,,,,,2,276480,2023-12-08 16:04:30.287005,2023-12-08 16:04:40.590182,1,2023-12-08 16:04:50.631531,2023-12-08 16:04:52.465083,1,558.8957495931597,65.64164698462501,624.5373965777848
,,,,,,,,,,,,,,2,276480,2023-12-08 16:05:03.524575,2023-12-08 16:05:10.398775,1,2023-12-08 16:05:20.437370,2023-12-08 16:05:21.770248,1,355.2971083389001,26.907392620909096,382.2045009598092
,,,,,,,,,,,,,,2,276480,2023-12-08 16:05:40.645193,2023-12-08 16:05:45.777795,1,2023-12-08 16:05:55.816552,2023-12-08 16:05:56.648863,1,209.32301059246524,11.9451211979,221.26813179036523
,,,,,,,,,,,,,,2,276480,2023-12-08 16:06:07.751999,2023-12-08 16:06:13.689890,1,2023-12-08 16:06:23.728127,2023-12-08 16:06:24.260299,1,154.90010694646847,11.029862447333334,165.9299693938018
,,,,,,,,,,,,,,2,276480,2023-12-08 16:06:35.295158,2023-12-08 16:06:41.633169,1,2023-12-08 16:06:51.671189,2023-12-08 16:06:52.202671,1,120.50510692603277,8.951717102533333,129.4568240285661
