vid,time,power
,"[datetime.datetime(2023, 12, 9, 1, 3, 43, 324651), datetime.datetime(2023, 12, 9, 1, 3, 43, 424837), datetime.datetime(2023, 12, 9, 1, 3, 43, 524964), datetime.datetime(2023, 12, 9, 1, 3, 43, 625083), datetime.datetime(2023, 12, 9, 1, 3, 43, 725207), datetime.datetime(2023, 12, 9, 1, 3, 43, 825334), datetime.datetime(2023, 12, 9, 1, 3, 43, 925461), datetime.datetime(2023, 12, 9, 1, 3, 44, 25586), datetime.datetime(2023, 12, 9, 1, 3, 44, 125706), datetime.datetime(2023, 12, 9, 1, 3, 44, 225836), datetime.datetime(2023, 12, 9, 1, 3, 44, 325956), datetime.datetime(2023, 12, 9, 1, 3, 44, 426076), datetime.datetime(2023, 12, 9, 1, 3, 44, 526196), datetime.datetime(2023, 12, 9, 1, 3, 45, 566346), datetime.datetime(2023, 12, 9, 1, 3, 45, 666466), datetime.datetime(2023, 12, 9, 1, 3, 45, 766596), datetime.datetime(2023, 12, 9, 1, 3, 45, 866736), datetime.datetime(2023, 12, 9, 1, 3, 45, 966856), datetime.datetime(2023, 12, 9, 1, 3, 46, 66976), datetime.datetime(2023, 12, 9, 1, 3, 46, 167106), datetime.datetime(2023, 12, 9, 1, 3, 46, 267226), datetime.datetime(2023, 12, 9, 1, 3, 46, 367476)]","[32.7292, 91.3901, 109.348, 108.695, 114.064, 112.999, 112.018, 111.801, 111.043, 103.272, 108.052, 101.028, 110.636, 50.7439, 92.8862, 99.4279, 110.18, 106.015, 104.454, 101.127, 105.951, 42.8298]"
,"[datetime.datetime(2023, 12, 9, 1, 4, 20, 514886), datetime.datetime(2023, 12, 9, 1, 4, 20, 615011), datetime.datetime(2023, 12, 9, 1, 4, 20, 715140), datetime.datetime(2023, 12, 9, 1, 4, 20, 815263), datetime.datetime(2023, 12, 9, 1, 4, 20, 915390), datetime.datetime(2023, 12, 9, 1, 4, 21, 15502), datetime.datetime(2023, 12, 9, 1, 4, 21, 115644), datetime.datetime(2023, 12, 9, 1, 4, 21, 215772), datetime.datetime(2023, 12, 9, 1, 4, 21, 315881), datetime.datetime(2023, 12, 9, 1, 4, 21, 416011), datetime.datetime(2023, 12, 9, 1, 4, 21, 516161), datetime.datetime(2023, 12, 9, 1, 4, 21, 616301), datetime.datetime(2023, 12, 9, 1, 4, 21, 716421), datetime.datetime(2023, 12, 9, 1, 4, 21, 816571), datetime.datetime(2023, 12, 9, 1, 4, 21, 916811)]","[32.3643, 64.0148, 105.059, 99.0786, 100.716, 91.9563, 97.6378, 105.435, 103.493, 105.06, 107.102, 89.8981, 99.1271, 92.3365, 36.6279]"
,"[datetime.datetime(2023, 12, 9, 1, 4, 53, 6112), datetime.datetime(2023, 12, 9, 1, 4, 53, 106251), datetime.datetime(2023, 12, 9, 1, 4, 53, 206384), datetime.datetime(2023, 12, 9, 1, 4, 53, 306511), datetime.datetime(2023, 12, 9, 1, 4, 53, 406643), datetime.datetime(2023, 12, 9, 1, 4, 53, 506771), datetime.datetime(2023, 12, 9, 1, 4, 53, 606899), datetime.datetime(2023, 12, 9, 1, 4, 53, 707159)]","[20.0076, 57.283, 111.482, 102.397, 96.5303, 106.93, 105.253, 25.4076]"
,"[datetime.datetime(2023, 12, 9, 1, 5, 22, 283986), datetime.datetime(2023, 12, 9, 1, 5, 22, 384144), datetime.datetime(2023, 12, 9, 1, 5, 22, 484284), datetime.datetime(2023, 12, 9, 1, 5, 22, 584420), datetime.datetime(2023, 12, 9, 1, 5, 22, 684643)]","[15.4179, 41.322, 109.877, 118.046, 83.3377]"
,"[datetime.datetime(2023, 12, 9, 1, 5, 50, 69413), datetime.datetime(2023, 12, 9, 1, 5, 50, 169588), datetime.datetime(2023, 12, 9, 1, 5, 50, 269743), datetime.datetime(2023, 12, 9, 1, 5, 50, 369915), datetime.datetime(2023, 12, 9, 1, 5, 50, 470205)]","[14.3948, 35.8644, 83.5735, 117.559, 42.8956]"
,"[datetime.datetime(2023, 12, 9, 1, 6, 27, 398910), datetime.datetime(2023, 12, 9, 1, 6, 27, 499038), datetime.datetime(2023, 12, 9, 1, 6, 27, 599159), datetime.datetime(2023, 12, 9, 1, 6, 27, 699264), datetime.datetime(2023, 12, 9, 1, 6, 27, 799379), datetime.datetime(2023, 12, 9, 1, 6, 27, 899501), datetime.datetime(2023, 12, 9, 1, 6, 27, 999625), datetime.datetime(2023, 12, 9, 1, 6, 28, 99744), datetime.datetime(2023, 12, 9, 1, 6, 28, 199856), datetime.datetime(2023, 12, 9, 1, 6, 28, 300026), datetime.datetime(2023, 12, 9, 1, 6, 28, 400246), datetime.datetime(2023, 12, 9, 1, 6, 28, 500366), datetime.datetime(2023, 12, 9, 1, 6, 28, 600486), datetime.datetime(2023, 12, 9, 1, 6, 28, 700596), datetime.datetime(2023, 12, 9, 1, 6, 28, 800716), datetime.datetime(2023, 12, 9, 1, 6, 28, 900836), datetime.datetime(2023, 12, 9, 1, 6, 29, 956), datetime.datetime(2023, 12, 9, 1, 6, 29, 101076), datetime.datetime(2023, 12, 9, 1, 6, 29, 201196), datetime.datetime(2023, 12, 9, 1, 6, 29, 301306), datetime.datetime(2023, 12, 9, 1, 6, 29, 401416), datetime.datetime(2023, 12, 9, 1, 6, 29, 501536), datetime.datetime(2023, 12, 9, 1, 6, 29, 601656), datetime.datetime(2023, 12, 9, 1, 6, 29, 701776), datetime.datetime(2023, 12, 9, 1, 6, 29, 801896), datetime.datetime(2023, 12, 9, 1, 6, 29, 902126)]","[43.8885, 92.3446, 108.937, 110.119, 110.002, 92.511, 102.001, 108.913, 105.692, 107.259, 89.3779, 103.793, 98.955, 88.1399, 95.265, 92.0971, 101.59, 108.892, 107.596, 108.155, 103.182, 107.908, 105.312, 97.5602, 102.066, 91.1688]"
,"[datetime.datetime(2023, 12, 9, 1, 7, 3, 281752), datetime.datetime(2023, 12, 9, 1, 7, 3, 381873), datetime.datetime(2023, 12, 9, 1, 7, 3, 481994), datetime.datetime(2023, 12, 9, 1, 7, 3, 582115), datetime.datetime(2023, 12, 9, 1, 7, 3, 682237), datetime.datetime(2023, 12, 9, 1, 7, 3, 782388), datetime.datetime(2023, 12, 9, 1, 7, 3, 882532), datetime.datetime(2023, 12, 9, 1, 7, 3, 982671), datetime.datetime(2023, 12, 9, 1, 7, 4, 82809), datetime.datetime(2023, 12, 9, 1, 7, 4, 182929), datetime.datetime(2023, 12, 9, 1, 7, 4, 283049), datetime.datetime(2023, 12, 9, 1, 7, 4, 383169), datetime.datetime(2023, 12, 9, 1, 7, 4, 483299), datetime.datetime(2023, 12, 9, 1, 7, 4, 583419), datetime.datetime(2023, 12, 9, 1, 7, 4, 683559), datetime.datetime(2023, 12, 9, 1, 7, 4, 783809)]","[34.8096, 68.5499, 98.6721, 83.1263, 95.5585, 79.7295, 63.8515, 90.0104, 70.8219, 73.0341, 82.9804, 69.5536, 83.9645, 90.9944, 77.9745, 49.9854]"
,"[datetime.datetime(2023, 12, 9, 1, 7, 33, 340141), datetime.datetime(2023, 12, 9, 1, 7, 33, 440307), datetime.datetime(2023, 12, 9, 1, 7, 33, 540437), datetime.datetime(2023, 12, 9, 1, 7, 33, 640555), datetime.datetime(2023, 12, 9, 1, 7, 33, 740678), datetime.datetime(2023, 12, 9, 1, 7, 33, 840808), datetime.datetime(2023, 12, 9, 1, 7, 33, 941069)]","[26.6792, 73.2445, 87.1755, 80.8543, 90.3241, 102.716, 45.2828]"
,"[datetime.datetime(2023, 12, 9, 1, 8, 3, 666700), datetime.datetime(2023, 12, 9, 1, 8, 3, 766821), datetime.datetime(2023, 12, 9, 1, 8, 3, 866930), datetime.datetime(2023, 12, 9, 1, 8, 3, 967112)]","[26.0833, 78.7639, 110.426, 92.0907]"
,"[datetime.datetime(2023, 12, 9, 1, 8, 34, 303604), datetime.datetime(2023, 12, 9, 1, 8, 34, 403797), datetime.datetime(2023, 12, 9, 1, 8, 34, 503952), datetime.datetime(2023, 12, 9, 1, 8, 34, 604206)]","[25.3494, 100.117, 117.416, 18.823]"
