vid,time,power
,"[datetime.datetime(2023, 12, 8, 15, 45, 50, 807659), datetime.datetime(2023, 12, 8, 15, 45, 50, 907817), datetime.datetime(2023, 12, 8, 15, 45, 51, 7949), datetime.datetime(2023, 12, 8, 15, 45, 51, 108060), datetime.datetime(2023, 12, 8, 15, 45, 52, 244971), datetime.datetime(2023, 12, 8, 15, 45, 52, 345111), datetime.datetime(2023, 12, 8, 15, 45, 52, 445261), datetime.datetime(2023, 12, 8, 15, 45, 52, 545381), datetime.datetime(2023, 12, 8, 15, 45, 52, 645631)]","[13.4759, 22.7363, 52.1199, 38.3943, 18.5527, 56.6415, 89.2618, 100.981, 54.3783]"
,"[datetime.datetime(2023, 12, 8, 15, 46, 19, 950353), datetime.datetime(2023, 12, 8, 15, 46, 20, 50551), datetime.datetime(2023, 12, 8, 15, 46, 20, 150709), datetime.datetime(2023, 12, 8, 15, 46, 20, 250833), datetime.datetime(2023, 12, 8, 15, 46, 20, 350979), datetime.datetime(2023, 12, 8, 15, 46, 20, 451117), datetime.datetime(2023, 12, 8, 15, 46, 20, 551362)]","[13.4547, 27.8562, 62.5775, 61.4667, 44.1458, 81.0484, 76.8156]"
,"[datetime.datetime(2023, 12, 8, 15, 46, 45, 876729), datetime.datetime(2023, 12, 8, 15, 46, 45, 976925), datetime.datetime(2023, 12, 8, 15, 46, 46, 77084), datetime.datetime(2023, 12, 8, 15, 46, 46, 177235), datetime.datetime(2023, 12, 8, 15, 46, 46, 277369), datetime.datetime(2023, 12, 8, 15, 46, 46, 377647)]","[14.3545, 30.6004, 63.6189, 74.1684, 99.6845, 24.1912]"
,"[datetime.datetime(2023, 12, 8, 15, 47, 12, 794785), datetime.datetime(2023, 12, 8, 15, 47, 12, 894981), datetime.datetime(2023, 12, 8, 15, 47, 12, 995157), datetime.datetime(2023, 12, 8, 15, 47, 13, 95310), datetime.datetime(2023, 12, 8, 15, 47, 13, 195574)]","[15.115, 32.6082, 73.9165, 109.87, 51.8669]"
,"[datetime.datetime(2023, 12, 8, 15, 47, 43, 458220), datetime.datetime(2023, 12, 8, 15, 47, 43, 558400), datetime.datetime(2023, 12, 8, 15, 47, 43, 658560), datetime.datetime(2023, 12, 8, 15, 47, 43, 758720), datetime.datetime(2023, 12, 8, 15, 47, 43, 858990)]","[13.6445, 45.8563, 69.7355, 98.0521, 30.1329]"
,"[datetime.datetime(2023, 12, 8, 15, 48, 14, 112120), datetime.datetime(2023, 12, 8, 15, 48, 14, 212321), datetime.datetime(2023, 12, 8, 15, 48, 14, 312495), datetime.datetime(2023, 12, 8, 15, 48, 14, 412620), datetime.datetime(2023, 12, 8, 15, 48, 14, 512743), datetime.datetime(2023, 12, 8, 15, 48, 14, 612872), datetime.datetime(2023, 12, 8, 15, 48, 14, 713022), datetime.datetime(2023, 12, 8, 15, 48, 14, 813200), datetime.datetime(2023, 12, 8, 15, 48, 14, 913380), datetime.datetime(2023, 12, 8, 15, 48, 15, 13520), datetime.datetime(2023, 12, 8, 15, 48, 15, 113630), datetime.datetime(2023, 12, 8, 15, 48, 15, 213800)]","[15.9435, 28.2263, 30.6126, 34.2754, 68.0175, 88.3095, 36.7753, 30.4993, 32.2418, 56.47, 90.0471, 32.4743]"
,"[datetime.datetime(2023, 12, 8, 15, 48, 41, 463816), datetime.datetime(2023, 12, 8, 15, 48, 41, 564030), datetime.datetime(2023, 12, 8, 15, 48, 41, 664233), datetime.datetime(2023, 12, 8, 15, 48, 41, 764365), datetime.datetime(2023, 12, 8, 15, 48, 41, 864508), datetime.datetime(2023, 12, 8, 15, 48, 41, 964675), datetime.datetime(2023, 12, 8, 15, 48, 42, 64807), datetime.datetime(2023, 12, 8, 15, 48, 42, 165044)]","[17.9114, 39.5467, 35.8348, 61.9123, 40.5432, 36.8946, 38.4649, 37.9648]"
,"[datetime.datetime(2023, 12, 8, 15, 49, 8, 297546), datetime.datetime(2023, 12, 8, 15, 49, 8, 397731), datetime.datetime(2023, 12, 8, 15, 49, 8, 497885), datetime.datetime(2023, 12, 8, 15, 49, 8, 598053), datetime.datetime(2023, 12, 8, 15, 49, 8, 698205), datetime.datetime(2023, 12, 8, 15, 49, 8, 798474)]","[21.3928, 40.3313, 45.9985, 43.1361, 58.4768, 22.9065]"
,"[datetime.datetime(2023, 12, 8, 15, 49, 35, 218792), datetime.datetime(2023, 12, 8, 15, 49, 35, 319102), datetime.datetime(2023, 12, 8, 15, 49, 35, 419230), datetime.datetime(2023, 12, 8, 15, 49, 35, 519488)]","[22.2951, 80.3387, 83.7374, 49.6747]"
,"[datetime.datetime(2023, 12, 8, 15, 50, 1, 753787), datetime.datetime(2023, 12, 8, 15, 50, 1, 853982), datetime.datetime(2023, 12, 8, 15, 50, 1, 954092), datetime.datetime(2023, 12, 8, 15, 50, 2, 54365)]","[26.2058, 68.8184, 106.362, 28.3035]"
