vid,time,power
,"[datetime.datetime(2023, 12, 8, 16, 2, 22, 322046), datetime.datetime(2023, 12, 8, 16, 2, 22, 422205), datetime.datetime(2023, 12, 8, 16, 2, 22, 522328), datetime.datetime(2023, 12, 8, 16, 2, 22, 622454), datetime.datetime(2023, 12, 8, 16, 2, 22, 722581), datetime.datetime(2023, 12, 8, 16, 2, 24, 38388), datetime.datetime(2023, 12, 8, 16, 2, 24, 138528), datetime.datetime(2023, 12, 8, 16, 2, 24, 238648), datetime.datetime(2023, 12, 8, 16, 2, 24, 338768), datetime.datetime(2023, 12, 8, 16, 2, 24, 438878), datetime.datetime(2023, 12, 8, 16, 2, 24, 538998), datetime.datetime(2023, 12, 8, 16, 2, 24, 639118), datetime.datetime(2023, 12, 8, 16, 2, 24, 739238), datetime.datetime(2023, 12, 8, 16, 2, 24, 839398), datetime.datetime(2023, 12, 8, 16, 2, 24, 939668)]","[42.9557, 96.2922, 110.799, 105.772, 106.974, 22.8108, 95.5677, 85.309, 100.001, 100.223, 93.185, 108.45, 105.785, 95.2316, 20.037]"
,"[datetime.datetime(2023, 12, 8, 16, 2, 52, 841881), datetime.datetime(2023, 12, 8, 16, 2, 52, 942003), datetime.datetime(2023, 12, 8, 16, 2, 53, 42126), datetime.datetime(2023, 12, 8, 16, 2, 53, 142245), datetime.datetime(2023, 12, 8, 16, 2, 53, 242368), datetime.datetime(2023, 12, 8, 16, 2, 53, 342496), datetime.datetime(2023, 12, 8, 16, 2, 53, 442620), datetime.datetime(2023, 12, 8, 16, 2, 53, 542842), datetime.datetime(2023, 12, 8, 16, 2, 53, 643098)]","[26.7805, 66.8612, 91.2306, 95.6625, 96.233, 94.6475, 92.4598, 102.253, 22.3926]"
,"[datetime.datetime(2023, 12, 8, 16, 3, 22, 533148), datetime.datetime(2023, 12, 8, 16, 3, 22, 633304), datetime.datetime(2023, 12, 8, 16, 3, 22, 733434), datetime.datetime(2023, 12, 8, 16, 3, 22, 833555), datetime.datetime(2023, 12, 8, 16, 3, 22, 933802)]","[17.4441, 66.563, 111.237, 107.169, 70.7329]"
,"[datetime.datetime(2023, 12, 8, 16, 3, 52, 174432), datetime.datetime(2023, 12, 8, 16, 3, 52, 274605), datetime.datetime(2023, 12, 8, 16, 3, 52, 374766), datetime.datetime(2023, 12, 8, 16, 3, 52, 474897), datetime.datetime(2023, 12, 8, 16, 3, 52, 575169)]","[15.5828, 37.6095, 98.5151, 124.749, 24.3576]"
,"[datetime.datetime(2023, 12, 8, 16, 4, 18, 989991), datetime.datetime(2023, 12, 8, 16, 4, 19, 90164), datetime.datetime(2023, 12, 8, 16, 4, 19, 190306), datetime.datetime(2023, 12, 8, 16, 4, 19, 290479)]","[14.9572, 51.9578, 114.1, 75.5054]"
,"[datetime.datetime(2023, 12, 8, 16, 4, 50, 832187), datetime.datetime(2023, 12, 8, 16, 4, 50, 932323), datetime.datetime(2023, 12, 8, 16, 4, 51, 32443), datetime.datetime(2023, 12, 8, 16, 4, 51, 132560), datetime.datetime(2023, 12, 8, 16, 4, 51, 232670), datetime.datetime(2023, 12, 8, 16, 4, 51, 332787), datetime.datetime(2023, 12, 8, 16, 4, 51, 432904), datetime.datetime(2023, 12, 8, 16, 4, 51, 533030), datetime.datetime(2023, 12, 8, 16, 4, 51, 633171), datetime.datetime(2023, 12, 8, 16, 4, 51, 733311), datetime.datetime(2023, 12, 8, 16, 4, 51, 833451), datetime.datetime(2023, 12, 8, 16, 4, 51, 933591), datetime.datetime(2023, 12, 8, 16, 4, 52, 33711), datetime.datetime(2023, 12, 8, 16, 4, 52, 133851), datetime.datetime(2023, 12, 8, 16, 4, 52, 234001), datetime.datetime(2023, 12, 8, 16, 4, 52, 334141), datetime.datetime(2023, 12, 8, 16, 4, 52, 434391)]","[46.9176, 65.8644, 83.2576, 90.3588, 75.6047, 73.3322, 91.9548, 94.3849, 88.6801, 91.3851, 97.0017, 97.8101, 77.6237, 87.3537, 68.9786, 80.51899999999998, 50.6177]"
,"[datetime.datetime(2023, 12, 8, 16, 5, 20, 637975), datetime.datetime(2023, 12, 8, 16, 5, 20, 738108), datetime.datetime(2023, 12, 8, 16, 5, 20, 838234), datetime.datetime(2023, 12, 8, 16, 5, 20, 938370), datetime.datetime(2023, 12, 8, 16, 5, 21, 38521), datetime.datetime(2023, 12, 8, 16, 5, 21, 138678), datetime.datetime(2023, 12, 8, 16, 5, 21, 238854), datetime.datetime(2023, 12, 8, 16, 5, 21, 338995), datetime.datetime(2023, 12, 8, 16, 5, 21, 439160), datetime.datetime(2023, 12, 8, 16, 5, 21, 539330), datetime.datetime(2023, 12, 8, 16, 5, 21, 639500), datetime.datetime(2023, 12, 8, 16, 5, 21, 739760)]","[30.0917, 59.5467, 70.6148, 41.5963, 44.5744, 43.587, 52.1372, 65.4229, 56.9202, 37.846, 34.9388, 31.0721]"
,"[datetime.datetime(2023, 12, 8, 16, 5, 56, 17323), datetime.datetime(2023, 12, 8, 16, 5, 56, 117459), datetime.datetime(2023, 12, 8, 16, 5, 56, 217604), datetime.datetime(2023, 12, 8, 16, 5, 56, 317765), datetime.datetime(2023, 12, 8, 16, 5, 56, 417919), datetime.datetime(2023, 12, 8, 16, 5, 56, 518074), datetime.datetime(2023, 12, 8, 16, 5, 56, 618286)]","[23.7993, 47.4477, 42.8755, 37.4086, 47.5507, 39.4378, 29.978]"
,"[datetime.datetime(2023, 12, 8, 16, 6, 23, 928880), datetime.datetime(2023, 12, 8, 16, 6, 24, 29028), datetime.datetime(2023, 12, 8, 16, 6, 24, 129131), datetime.datetime(2023, 12, 8, 16, 6, 24, 229383)]","[26.5415, 74.9245, 118.762, 43.0927]"
,"[datetime.datetime(2023, 12, 8, 16, 6, 51, 871983), datetime.datetime(2023, 12, 8, 16, 6, 51, 972148), datetime.datetime(2023, 12, 8, 16, 6, 52, 72283), datetime.datetime(2023, 12, 8, 16, 6, 52, 172549)]","[24.4137, 62.5019, 91.7816, 35.2742]"
