vid,time,power
,"[datetime.datetime(2023, 12, 8, 15, 54, 58, 56497), datetime.datetime(2023, 12, 8, 15, 54, 58, 156631), datetime.datetime(2023, 12, 8, 15, 54, 58, 256767), datetime.datetime(2023, 12, 8, 15, 54, 58, 356901), datetime.datetime(2023, 12, 8, 15, 54, 58, 457025), datetime.datetime(2023, 12, 8, 15, 54, 58, 557146), datetime.datetime(2023, 12, 8, 15, 54, 58, 657260), datetime.datetime(2023, 12, 8, 15, 54, 58, 757391), datetime.datetime(2023, 12, 8, 15, 54, 58, 857516), datetime.datetime(2023, 12, 8, 15, 54, 58, 957636), datetime.datetime(2023, 12, 8, 15, 54, 59, 57756), datetime.datetime(2023, 12, 8, 15, 54, 59, 157866), datetime.datetime(2023, 12, 8, 15, 54, 59, 257986), datetime.datetime(2023, 12, 8, 15, 54, 59, 358106), datetime.datetime(2023, 12, 8, 15, 54, 59, 458236), datetime.datetime(2023, 12, 8, 15, 54, 59, 558486)]","[22.3281, 61.1949, 106.927, 99.0506, 107.35, 117.559, 123.031, 122.562, 126.161, 123.035, 124.456, 125.665, 122.907, 113.002, 119.361, 31.6661]"
,"[datetime.datetime(2023, 12, 8, 15, 55, 36, 537142), datetime.datetime(2023, 12, 8, 15, 55, 36, 637411), datetime.datetime(2023, 12, 8, 15, 55, 36, 737656), datetime.datetime(2023, 12, 8, 15, 55, 36, 837808), datetime.datetime(2023, 12, 8, 15, 55, 36, 937932), datetime.datetime(2023, 12, 8, 15, 55, 37, 38058), datetime.datetime(2023, 12, 8, 15, 55, 37, 138180), datetime.datetime(2023, 12, 8, 15, 55, 37, 238310), datetime.datetime(2023, 12, 8, 15, 55, 37, 338442), datetime.datetime(2023, 12, 8, 15, 55, 37, 438592), datetime.datetime(2023, 12, 8, 15, 55, 38, 911462)]","[10.0283, 14.9129, 15.2075, 55.451, 98.5253, 104.274, 109.451, 125.007, 125.178, 124.296, 28.8307]"
,"[datetime.datetime(2023, 12, 8, 15, 56, 12, 993861), datetime.datetime(2023, 12, 8, 15, 56, 13, 94023), datetime.datetime(2023, 12, 8, 15, 56, 13, 194337), datetime.datetime(2023, 12, 8, 15, 56, 13, 294458), datetime.datetime(2023, 12, 8, 15, 56, 13, 394580), datetime.datetime(2023, 12, 8, 15, 56, 13, 494694), datetime.datetime(2023, 12, 8, 15, 56, 13, 594818), datetime.datetime(2023, 12, 8, 15, 56, 13, 695076)]","[14.5435, 57.5618, 108.84, 114.568, 125.093, 119.41, 124.214, 82.2335]"
,"[datetime.datetime(2023, 12, 8, 15, 56, 49, 88233), datetime.datetime(2023, 12, 8, 15, 56, 49, 188430), datetime.datetime(2023, 12, 8, 15, 56, 49, 288599), datetime.datetime(2023, 12, 8, 15, 56, 49, 388778), datetime.datetime(2023, 12, 8, 15, 56, 49, 488937), datetime.datetime(2023, 12, 8, 15, 56, 49, 589084), datetime.datetime(2023, 12, 8, 15, 56, 49, 689368)]","[13.5429, 37.8734, 91.3806, 116.412, 124.076, 124.065, 90.6361]"
,"[datetime.datetime(2023, 12, 8, 15, 57, 26, 615162), datetime.datetime(2023, 12, 8, 15, 57, 26, 715333), datetime.datetime(2023, 12, 8, 15, 57, 26, 815526), datetime.datetime(2023, 12, 8, 15, 57, 26, 915687), datetime.datetime(2023, 12, 8, 15, 57, 27, 15972), datetime.datetime(2023, 12, 8, 15, 57, 27, 116141), datetime.datetime(2023, 12, 8, 15, 57, 27, 216424)]","[13.6402, 50.6501, 104.241, 120.939, 115.879, 110.291, 31.6402]"
,"[datetime.datetime(2023, 12, 8, 15, 58, 9, 765173), datetime.datetime(2023, 12, 8, 15, 58, 9, 865455), datetime.datetime(2023, 12, 8, 15, 58, 9, 965749), datetime.datetime(2023, 12, 8, 15, 58, 10, 66028), datetime.datetime(2023, 12, 8, 15, 58, 10, 166310), datetime.datetime(2023, 12, 8, 15, 58, 10, 266587), datetime.datetime(2023, 12, 8, 15, 58, 10, 366866), datetime.datetime(2023, 12, 8, 15, 58, 10, 467149), datetime.datetime(2023, 12, 8, 15, 58, 10, 567425), datetime.datetime(2023, 12, 8, 15, 58, 10, 667705), datetime.datetime(2023, 12, 8, 15, 58, 10, 767985), datetime.datetime(2023, 12, 8, 15, 58, 10, 868265), datetime.datetime(2023, 12, 8, 15, 58, 10, 968535), datetime.datetime(2023, 12, 8, 15, 58, 11, 68815), datetime.datetime(2023, 12, 8, 15, 58, 11, 169095), datetime.datetime(2023, 12, 8, 15, 58, 11, 269375), datetime.datetime(2023, 12, 8, 15, 58, 11, 369665), datetime.datetime(2023, 12, 8, 15, 58, 11, 469835), datetime.datetime(2023, 12, 8, 15, 58, 11, 569995), datetime.datetime(2023, 12, 8, 15, 58, 11, 670145), datetime.datetime(2023, 12, 8, 15, 58, 11, 770275), datetime.datetime(2023, 12, 8, 15, 58, 11, 870385), datetime.datetime(2023, 12, 8, 15, 58, 11, 970505), datetime.datetime(2023, 12, 8, 15, 58, 12, 70625), datetime.datetime(2023, 12, 8, 15, 58, 12, 170745), datetime.datetime(2023, 12, 8, 15, 58, 12, 270875), datetime.datetime(2023, 12, 8, 15, 58, 12, 371015), datetime.datetime(2023, 12, 8, 15, 58, 12, 471155), datetime.datetime(2023, 12, 8, 15, 58, 12, 571285), datetime.datetime(2023, 12, 8, 15, 58, 12, 671425), datetime.datetime(2023, 12, 8, 15, 58, 12, 771545), datetime.datetime(2023, 12, 8, 15, 58, 12, 871675), datetime.datetime(2023, 12, 8, 15, 58, 12, 971805), datetime.datetime(2023, 12, 8, 15, 58, 13, 71915), datetime.datetime(2023, 12, 8, 15, 58, 13, 172045), datetime.datetime(2023, 12, 8, 15, 58, 13, 272315), datetime.datetime(2023, 12, 8, 15, 58, 13, 474345)]","[9.9978, 9.95727, 10.0778, 9.95879, 9.96032, 9.96751, 9.96427, 10.0186, 9.9526, 10.1224, 10.003, 9.97197, 10.0094, 9.9945, 9.95696, 10.2076, 10.0835, 14.4962, 28.921, 55.7725, 51.1882, 100.387, 114.161, 116.721, 107.427, 120.37, 115.084, 63.0069, 50.7601, 67.3658, 88.2911, 111.562, 110.893, 115.024, 115.195, 99.6782, 14.6227]"
,"[datetime.datetime(2023, 12, 8, 15, 58, 50, 310822), datetime.datetime(2023, 12, 8, 15, 58, 50, 410941), datetime.datetime(2023, 12, 8, 15, 58, 50, 511055), datetime.datetime(2023, 12, 8, 15, 58, 50, 611184), datetime.datetime(2023, 12, 8, 15, 58, 50, 711311), datetime.datetime(2023, 12, 8, 15, 58, 50, 811445), datetime.datetime(2023, 12, 8, 15, 58, 50, 911577), datetime.datetime(2023, 12, 8, 15, 58, 51, 11697), datetime.datetime(2023, 12, 8, 15, 58, 51, 111817), datetime.datetime(2023, 12, 8, 15, 58, 51, 212077)]","[30.0957, 86.4444, 120.338, 121.37, 121.993, 113.017, 112.695, 113.301, 117.995, 33.7499]"
,"[datetime.datetime(2023, 12, 8, 15, 59, 27, 330982), datetime.datetime(2023, 12, 8, 15, 59, 27, 431139), datetime.datetime(2023, 12, 8, 15, 59, 27, 531263), datetime.datetime(2023, 12, 8, 15, 59, 27, 631405), datetime.datetime(2023, 12, 8, 15, 59, 27, 731553), datetime.datetime(2023, 12, 8, 15, 59, 27, 831670), datetime.datetime(2023, 12, 8, 15, 59, 27, 931936)]","[26.358, 103.479, 123.776, 121.134, 118.922, 122.445, 51.0635]"
,"[datetime.datetime(2023, 12, 8, 16, 0, 19, 561346), datetime.datetime(2023, 12, 8, 16, 0, 19, 661521), datetime.datetime(2023, 12, 8, 16, 0, 19, 761679), datetime.datetime(2023, 12, 8, 16, 0, 19, 861807), datetime.datetime(2023, 12, 8, 16, 0, 19, 961937), datetime.datetime(2023, 12, 8, 16, 0, 20, 62205)]","[25.9512, 68.0852, 123.732, 101.933, 122.52, 74.6498]"
,"[datetime.datetime(2023, 12, 8, 16, 1, 9, 336510), datetime.datetime(2023, 12, 8, 16, 1, 9, 436675), datetime.datetime(2023, 12, 8, 16, 1, 9, 536853), datetime.datetime(2023, 12, 8, 16, 1, 9, 637023), datetime.datetime(2023, 12, 8, 16, 1, 9, 737292)]","[30.9244, 94.9313, 120.127, 115.036, 92.2616]"
