vid,time,power
,"[datetime.datetime(2023, 12, 8, 15, 40, 34, 469252), datetime.datetime(2023, 12, 8, 15, 40, 34, 569382), datetime.datetime(2023, 12, 8, 15, 40, 34, 669505), datetime.datetime(2023, 12, 8, 15, 40, 34, 769623), datetime.datetime(2023, 12, 8, 15, 40, 34, 869743), datetime.datetime(2023, 12, 8, 15, 40, 34, 969834), datetime.datetime(2023, 12, 8, 15, 40, 35, 69949), datetime.datetime(2023, 12, 8, 15, 40, 35, 170076), datetime.datetime(2023, 12, 8, 15, 40, 35, 270201), datetime.datetime(2023, 12, 8, 15, 40, 35, 370401)]","[30.6951, 91.802, 117.042, 111.324, 114.945, 118.229, 117.651, 113.243, 118.681, 84.8531]"
,"[datetime.datetime(2023, 12, 8, 15, 41, 5, 924555), datetime.datetime(2023, 12, 8, 15, 41, 6, 24699), datetime.datetime(2023, 12, 8, 15, 41, 6, 124826), datetime.datetime(2023, 12, 8, 15, 41, 6, 224961), datetime.datetime(2023, 12, 8, 15, 41, 6, 325080), datetime.datetime(2023, 12, 8, 15, 41, 6, 425198), datetime.datetime(2023, 12, 8, 15, 41, 6, 525456)]","[18.366, 67.2548, 116.695, 118.125, 117.877, 116.789, 40.4395]"
,"[datetime.datetime(2023, 12, 8, 15, 41, 36, 70887), datetime.datetime(2023, 12, 8, 15, 41, 36, 171106), datetime.datetime(2023, 12, 8, 15, 41, 36, 271231), datetime.datetime(2023, 12, 8, 15, 41, 36, 371357), datetime.datetime(2023, 12, 8, 15, 41, 36, 471576)]","[16.4558, 60.1892, 118.457, 121.979, 64.7325]"
,"[datetime.datetime(2023, 12, 8, 15, 42, 6, 458903), datetime.datetime(2023, 12, 8, 15, 42, 6, 559066), datetime.datetime(2023, 12, 8, 15, 42, 6, 659199), datetime.datetime(2023, 12, 8, 15, 42, 6, 759322), datetime.datetime(2023, 12, 8, 15, 42, 6, 859583)]","[14.1364, 41.1628, 107.743, 88.9226, 40.7171]"
,"[datetime.datetime(2023, 12, 8, 15, 42, 34, 885244), datetime.datetime(2023, 12, 8, 15, 42, 34, 985409), datetime.datetime(2023, 12, 8, 15, 42, 35, 85554), datetime.datetime(2023, 12, 8, 15, 42, 35, 185792), datetime.datetime(2023, 12, 8, 15, 42, 35, 286053)]","[13.892, 43.7852, 84.8373, 80.6022, 16.9108]"
,"[datetime.datetime(2023, 12, 8, 15, 43, 7, 130405), datetime.datetime(2023, 12, 8, 15, 43, 7, 230513), datetime.datetime(2023, 12, 8, 15, 43, 7, 330614), datetime.datetime(2023, 12, 8, 15, 43, 7, 430731), datetime.datetime(2023, 12, 8, 15, 43, 7, 530850), datetime.datetime(2023, 12, 8, 15, 43, 7, 630965), datetime.datetime(2023, 12, 8, 15, 43, 7, 731094), datetime.datetime(2023, 12, 8, 15, 43, 7, 831221), datetime.datetime(2023, 12, 8, 15, 43, 7, 931342), datetime.datetime(2023, 12, 8, 15, 43, 8, 31452), datetime.datetime(2023, 12, 8, 15, 43, 8, 131572), datetime.datetime(2023, 12, 8, 15, 43, 8, 231702), datetime.datetime(2023, 12, 8, 15, 43, 8, 331962)]","[33.221, 56.5454, 86.8386, 105.259, 109.932, 108.924, 63.029, 59.2881, 77.1851, 97.8285, 112.282, 98.9596, 45.5717]"
,"[datetime.datetime(2023, 12, 8, 15, 43, 36, 556498), datetime.datetime(2023, 12, 8, 15, 43, 36, 656653), datetime.datetime(2023, 12, 8, 15, 43, 36, 756780), datetime.datetime(2023, 12, 8, 15, 43, 36, 856905), datetime.datetime(2023, 12, 8, 15, 43, 36, 957028), datetime.datetime(2023, 12, 8, 15, 43, 37, 57149), datetime.datetime(2023, 12, 8, 15, 43, 37, 157393)]","[22.5227, 42.4306, 84.0241, 110.018, 101.982, 105.211, 89.2451]"
,"[datetime.datetime(2023, 12, 8, 15, 44, 4, 479378), datetime.datetime(2023, 12, 8, 15, 44, 4, 579551), datetime.datetime(2023, 12, 8, 15, 44, 4, 679681), datetime.datetime(2023, 12, 8, 15, 44, 4, 779800), datetime.datetime(2023, 12, 8, 15, 44, 4, 880061)]","[21.0553, 70.47800000000002, 113.839, 120.969, 33.9884]"
,"[datetime.datetime(2023, 12, 8, 15, 44, 33, 382367), datetime.datetime(2023, 12, 8, 15, 44, 33, 482525), datetime.datetime(2023, 12, 8, 15, 44, 33, 582658), datetime.datetime(2023, 12, 8, 15, 44, 33, 682922)]","[26.0884, 83.8775, 109.634, 45.8811]"
,"[datetime.datetime(2023, 12, 8, 15, 45, 2, 561899), datetime.datetime(2023, 12, 8, 15, 45, 2, 662043), datetime.datetime(2023, 12, 8, 15, 45, 2, 762210)]","[27.3514, 92.342, 85.6486]"
