vid,time,power
,"[datetime.datetime(2023, 12, 9, 1, 9, 22, 649202), datetime.datetime(2023, 12, 9, 1, 9, 22, 749341), datetime.datetime(2023, 12, 9, 1, 9, 22, 849466), datetime.datetime(2023, 12, 9, 1, 9, 22, 949592), datetime.datetime(2023, 12, 9, 1, 9, 23, 49734), datetime.datetime(2023, 12, 9, 1, 9, 23, 149867), datetime.datetime(2023, 12, 9, 1, 9, 23, 249985), datetime.datetime(2023, 12, 9, 1, 9, 23, 350104), datetime.datetime(2023, 12, 9, 1, 9, 23, 450230), datetime.datetime(2023, 12, 9, 1, 9, 23, 550370), datetime.datetime(2023, 12, 9, 1, 9, 23, 650500), datetime.datetime(2023, 12, 9, 1, 9, 23, 750630), datetime.datetime(2023, 12, 9, 1, 9, 23, 850760), datetime.datetime(2023, 12, 9, 1, 9, 23, 950880), datetime.datetime(2023, 12, 9, 1, 9, 24, 51010), datetime.datetime(2023, 12, 9, 1, 9, 24, 151140), datetime.datetime(2023, 12, 9, 1, 9, 24, 251390)]","[38.5024, 91.7018, 96.9296, 107.912, 104.832, 98.6091, 103.357, 106.318, 103.621, 112.376, 107.904, 117.297, 117.588, 112.65, 109.558, 108.422, 57.3591]"
,"[datetime.datetime(2023, 12, 9, 1, 9, 55, 495620), datetime.datetime(2023, 12, 9, 1, 9, 55, 595736), datetime.datetime(2023, 12, 9, 1, 9, 55, 695834), datetime.datetime(2023, 12, 9, 1, 9, 55, 795942), datetime.datetime(2023, 12, 9, 1, 9, 55, 896046), datetime.datetime(2023, 12, 9, 1, 9, 55, 996166), datetime.datetime(2023, 12, 9, 1, 9, 56, 96298), datetime.datetime(2023, 12, 9, 1, 9, 56, 196417), datetime.datetime(2023, 12, 9, 1, 9, 56, 296670)]","[31.4512, 81.0394, 118.286, 102.349, 114.701, 104.776, 96.8521, 100.738, 54.0594]"
,"[datetime.datetime(2023, 12, 9, 1, 10, 26, 647039), datetime.datetime(2023, 12, 9, 1, 10, 26, 747201), datetime.datetime(2023, 12, 9, 1, 10, 26, 847322), datetime.datetime(2023, 12, 9, 1, 10, 26, 947435), datetime.datetime(2023, 12, 9, 1, 10, 27, 47556), datetime.datetime(2023, 12, 9, 1, 10, 27, 147805)]","[16.4397, 50.3816, 83.1093, 91.7372, 111.347, 37.6808]"
,"[datetime.datetime(2023, 12, 9, 1, 10, 58, 595808), datetime.datetime(2023, 12, 9, 1, 10, 58, 695988), datetime.datetime(2023, 12, 9, 1, 10, 58, 796155), datetime.datetime(2023, 12, 9, 1, 10, 58, 896343), datetime.datetime(2023, 12, 9, 1, 10, 58, 996594)]","[14.8223, 40.0293, 103.561, 104.277, 18.8376]"
,"[datetime.datetime(2023, 12, 9, 1, 11, 26, 401820), datetime.datetime(2023, 12, 9, 1, 11, 26, 501985), datetime.datetime(2023, 12, 9, 1, 11, 26, 602145), datetime.datetime(2023, 12, 9, 1, 11, 26, 702417)]","[13.4873, 35.9624, 99.9956, 64.8194]"
,"[datetime.datetime(2023, 12, 9, 1, 12, 2, 348135), datetime.datetime(2023, 12, 9, 1, 12, 2, 448250), datetime.datetime(2023, 12, 9, 1, 12, 2, 548369), datetime.datetime(2023, 12, 9, 1, 12, 2, 648491), datetime.datetime(2023, 12, 9, 1, 12, 2, 748657), datetime.datetime(2023, 12, 9, 1, 12, 2, 848780), datetime.datetime(2023, 12, 9, 1, 12, 2, 948901), datetime.datetime(2023, 12, 9, 1, 12, 3, 49030), datetime.datetime(2023, 12, 9, 1, 12, 3, 149149), datetime.datetime(2023, 12, 9, 1, 12, 3, 249269), datetime.datetime(2023, 12, 9, 1, 12, 3, 349379), datetime.datetime(2023, 12, 9, 1, 12, 3, 449519), datetime.datetime(2023, 12, 9, 1, 12, 3, 549639), datetime.datetime(2023, 12, 9, 1, 12, 3, 649769), datetime.datetime(2023, 12, 9, 1, 12, 3, 749889), datetime.datetime(2023, 12, 9, 1, 12, 3, 850149)]","[65.5049, 105.313, 103.04, 104.139, 104.56, 110.897, 106.781, 97.0928, 90.4273, 112.119, 108.805, 99.1928, 112.095, 108.252, 112.101, 31.6477]"
,"[datetime.datetime(2023, 12, 9, 1, 12, 34, 651857), datetime.datetime(2023, 12, 9, 1, 12, 34, 751999), datetime.datetime(2023, 12, 9, 1, 12, 34, 852135), datetime.datetime(2023, 12, 9, 1, 12, 34, 952270), datetime.datetime(2023, 12, 9, 1, 12, 35, 52398), datetime.datetime(2023, 12, 9, 1, 12, 35, 152528), datetime.datetime(2023, 12, 9, 1, 12, 35, 252790)]","[28.2615, 56.965, 105.605, 98.1731, 103.136, 108.699, 96.8489]"
,"[datetime.datetime(2023, 12, 9, 1, 13, 4, 565501), datetime.datetime(2023, 12, 9, 1, 13, 4, 665644), datetime.datetime(2023, 12, 9, 1, 13, 4, 765787), datetime.datetime(2023, 12, 9, 1, 13, 4, 866059)]","[27.9482, 98.1641, 112.45, 66.8025]"
,"[datetime.datetime(2023, 12, 9, 1, 13, 33, 859784), datetime.datetime(2023, 12, 9, 1, 13, 33, 959942), datetime.datetime(2023, 12, 9, 1, 13, 34, 60073), datetime.datetime(2023, 12, 9, 1, 13, 34, 160345)]","[27.1163, 61.5489, 114.286, 23.5553]"
,"[datetime.datetime(2023, 12, 9, 1, 14, 4, 426746), datetime.datetime(2023, 12, 9, 1, 14, 4, 526902), datetime.datetime(2023, 12, 9, 1, 14, 4, 627161)]","[26.5078, 84.1741, 79.6838]"
