vid,time,power
,"[datetime.datetime(2023, 12, 8, 15, 33, 31, 227690), datetime.datetime(2023, 12, 8, 15, 33, 31, 327798), datetime.datetime(2023, 12, 8, 15, 33, 31, 427922), datetime.datetime(2023, 12, 8, 15, 33, 31, 528052), datetime.datetime(2023, 12, 8, 15, 33, 31, 628170), datetime.datetime(2023, 12, 8, 15, 33, 31, 728298), datetime.datetime(2023, 12, 8, 15, 33, 31, 828428), datetime.datetime(2023, 12, 8, 15, 33, 31, 928545), datetime.datetime(2023, 12, 8, 15, 33, 32, 28684), datetime.datetime(2023, 12, 8, 15, 33, 32, 128824), datetime.datetime(2023, 12, 8, 15, 33, 32, 228954), datetime.datetime(2023, 12, 8, 15, 33, 32, 329094), datetime.datetime(2023, 12, 8, 15, 33, 32, 429224), datetime.datetime(2023, 12, 8, 15, 33, 32, 529344), datetime.datetime(2023, 12, 8, 15, 33, 32, 629474), datetime.datetime(2023, 12, 8, 15, 33, 32, 729594), datetime.datetime(2023, 12, 8, 15, 33, 32, 829734), datetime.datetime(2023, 12, 8, 15, 33, 32, 929864), datetime.datetime(2023, 12, 8, 15, 33, 33, 29984), datetime.datetime(2023, 12, 8, 15, 33, 33, 130114), datetime.datetime(2023, 12, 8, 15, 33, 33, 230244), datetime.datetime(2023, 12, 8, 15, 33, 33, 330374), datetime.datetime(2023, 12, 8, 15, 33, 33, 430484), datetime.datetime(2023, 12, 8, 15, 33, 33, 530614), datetime.datetime(2023, 12, 8, 15, 33, 33, 630754), datetime.datetime(2023, 12, 8, 15, 33, 33, 730904), datetime.datetime(2023, 12, 8, 15, 33, 33, 831034), datetime.datetime(2023, 12, 8, 15, 33, 33, 931234), datetime.datetime(2023, 12, 8, 15, 33, 34, 31364), datetime.datetime(2023, 12, 8, 15, 33, 34, 131474), datetime.datetime(2023, 12, 8, 15, 33, 34, 231594), datetime.datetime(2023, 12, 8, 15, 33, 34, 331714), datetime.datetime(2023, 12, 8, 15, 33, 34, 431974)]","[30.0504, 78.3029, 96.0089, 88.7634, 96.7364, 98.767, 99.5617, 85.9468, 65.11399999999999, 57.6927, 93.7515, 82.9759, 103.753, 99.1456, 86.6059, 72.4113, 82.0978, 88.1695, 94.1728, 84.3008, 76.8272, 59.9208, 74.12, 70.5396, 63.6457, 79.8738, 67.5407, 61.9787, 63.0644, 68.7783, 48.4221, 60.2957, 25.8395]"
,"[datetime.datetime(2023, 12, 8, 15, 34, 9, 419605), datetime.datetime(2023, 12, 8, 15, 34, 9, 519755), datetime.datetime(2023, 12, 8, 15, 34, 9, 619878), datetime.datetime(2023, 12, 8, 15, 34, 9, 720000), datetime.datetime(2023, 12, 8, 15, 34, 9, 820128), datetime.datetime(2023, 12, 8, 15, 34, 9, 920263), datetime.datetime(2023, 12, 8, 15, 34, 10, 20391), datetime.datetime(2023, 12, 8, 15, 34, 10, 120510), datetime.datetime(2023, 12, 8, 15, 34, 10, 220630), datetime.datetime(2023, 12, 8, 15, 34, 10, 320760), datetime.datetime(2023, 12, 8, 15, 34, 10, 420910), datetime.datetime(2023, 12, 8, 15, 34, 10, 521050), datetime.datetime(2023, 12, 8, 15, 34, 10, 621180), datetime.datetime(2023, 12, 8, 15, 34, 10, 721310), datetime.datetime(2023, 12, 8, 15, 34, 10, 821510), datetime.datetime(2023, 12, 8, 15, 34, 10, 921640), datetime.datetime(2023, 12, 8, 15, 34, 11, 21790), datetime.datetime(2023, 12, 8, 15, 34, 11, 121980), datetime.datetime(2023, 12, 8, 15, 34, 11, 222240)]","[25.5472, 66.8132, 91.7243, 91.4009, 69.4168, 72.6985, 94.6158, 76.0527, 82.6364, 101.219, 81.9001, 54.0377, 46.3533, 52.9467, 60.1775, 46.744, 56.3546, 45.8323, 28.9092]"
,"[datetime.datetime(2023, 12, 8, 15, 34, 41, 664682), datetime.datetime(2023, 12, 8, 15, 34, 41, 764841), datetime.datetime(2023, 12, 8, 15, 34, 41, 864972), datetime.datetime(2023, 12, 8, 15, 34, 41, 965098), datetime.datetime(2023, 12, 8, 15, 34, 42, 65222), datetime.datetime(2023, 12, 8, 15, 34, 42, 165355), datetime.datetime(2023, 12, 8, 15, 34, 42, 265481), datetime.datetime(2023, 12, 8, 15, 34, 42, 365605), datetime.datetime(2023, 12, 8, 15, 34, 42, 465983)]","[16.6772, 53.0541, 104.542, 74.2887, 105.661, 116.146, 109.309, 115.134, 61.0029]"
,"[datetime.datetime(2023, 12, 8, 15, 35, 14, 637684), datetime.datetime(2023, 12, 8, 15, 35, 14, 737841), datetime.datetime(2023, 12, 8, 15, 35, 14, 838016), datetime.datetime(2023, 12, 8, 15, 35, 14, 938160), datetime.datetime(2023, 12, 8, 15, 35, 15, 38287), datetime.datetime(2023, 12, 8, 15, 35, 15, 138435), datetime.datetime(2023, 12, 8, 15, 35, 15, 238563), datetime.datetime(2023, 12, 8, 15, 35, 15, 338799)]","[16.1987, 38.0774, 83.4648, 112.431, 119.435, 114.205, 109.884, 20.0424]"
,"[datetime.datetime(2023, 12, 8, 15, 35, 50, 106239), datetime.datetime(2023, 12, 8, 15, 35, 50, 206408), datetime.datetime(2023, 12, 8, 15, 35, 50, 306559), datetime.datetime(2023, 12, 8, 15, 35, 50, 406707), datetime.datetime(2023, 12, 8, 15, 35, 50, 506832), datetime.datetime(2023, 12, 8, 15, 35, 50, 606961), datetime.datetime(2023, 12, 8, 15, 35, 50, 707216)]","[13.9703, 41.6002, 106.824, 110.436, 95.0478, 109.34, 50.2886]"
,"[datetime.datetime(2023, 12, 8, 15, 36, 31, 275526), datetime.datetime(2023, 12, 8, 15, 36, 31, 375654), datetime.datetime(2023, 12, 8, 15, 36, 31, 475762), datetime.datetime(2023, 12, 8, 15, 36, 31, 575891), datetime.datetime(2023, 12, 8, 15, 36, 31, 676028), datetime.datetime(2023, 12, 8, 15, 36, 31, 776153), datetime.datetime(2023, 12, 8, 15, 36, 31, 876276), datetime.datetime(2023, 12, 8, 15, 36, 31, 976446), datetime.datetime(2023, 12, 8, 15, 36, 32, 76567), datetime.datetime(2023, 12, 8, 15, 36, 32, 176677), datetime.datetime(2023, 12, 8, 15, 36, 32, 276827), datetime.datetime(2023, 12, 8, 15, 36, 32, 376987), datetime.datetime(2023, 12, 8, 15, 36, 32, 477297), datetime.datetime(2023, 12, 8, 15, 36, 32, 577447), datetime.datetime(2023, 12, 8, 15, 36, 32, 677637), datetime.datetime(2023, 12, 8, 15, 36, 32, 777737), datetime.datetime(2023, 12, 8, 15, 36, 32, 877897), datetime.datetime(2023, 12, 8, 15, 36, 32, 978057), datetime.datetime(2023, 12, 8, 15, 36, 33, 78187), datetime.datetime(2023, 12, 8, 15, 36, 33, 178307), datetime.datetime(2023, 12, 8, 15, 36, 33, 278437), datetime.datetime(2023, 12, 8, 15, 36, 33, 378557), datetime.datetime(2023, 12, 8, 15, 36, 33, 478717), datetime.datetime(2023, 12, 8, 15, 36, 33, 578867), datetime.datetime(2023, 12, 8, 15, 36, 33, 678997), datetime.datetime(2023, 12, 8, 15, 36, 33, 779117), datetime.datetime(2023, 12, 8, 15, 36, 33, 879257), datetime.datetime(2023, 12, 8, 15, 36, 33, 979427), datetime.datetime(2023, 12, 8, 15, 36, 35, 257197), datetime.datetime(2023, 12, 8, 15, 36, 35, 357347), datetime.datetime(2023, 12, 8, 15, 36, 35, 457507), datetime.datetime(2023, 12, 8, 15, 36, 35, 557647), datetime.datetime(2023, 12, 8, 15, 36, 35, 657747), datetime.datetime(2023, 12, 8, 15, 36, 35, 757907), datetime.datetime(2023, 12, 8, 15, 36, 35, 858077), datetime.datetime(2023, 12, 8, 15, 36, 35, 958357)]","[47.6241, 83.4454, 93.8531, 77.0405, 51.2902, 85.2194, 76.9775, 60.7872, 69.70100000000001, 61.2449, 57.0841, 42.0572, 41.7956, 46.2566, 52.0347, 46.4023, 49.7222, 48.8261, 59.9123, 74.9716, 95.5045, 71.71300000000002, 43.254, 53.7899, 76.1568, 74.568, 65.2733, 60.1797, 20.4742, 27.4358, 41.6426, 47.0245, 48.9313, 47.7873, 39.3665, 32.6963]"
,"[datetime.datetime(2023, 12, 8, 15, 37, 13, 783480), datetime.datetime(2023, 12, 8, 15, 37, 13, 883652), datetime.datetime(2023, 12, 8, 15, 37, 13, 983800), datetime.datetime(2023, 12, 8, 15, 37, 14, 83930), datetime.datetime(2023, 12, 8, 15, 37, 14, 184040), datetime.datetime(2023, 12, 8, 15, 37, 14, 284157), datetime.datetime(2023, 12, 8, 15, 37, 14, 384288), datetime.datetime(2023, 12, 8, 15, 37, 14, 484455), datetime.datetime(2023, 12, 8, 15, 37, 14, 584666), datetime.datetime(2023, 12, 8, 15, 37, 14, 684836), datetime.datetime(2023, 12, 8, 15, 37, 14, 784986), datetime.datetime(2023, 12, 8, 15, 37, 14, 885136), datetime.datetime(2023, 12, 8, 15, 37, 14, 985296), datetime.datetime(2023, 12, 8, 15, 37, 15, 85436), datetime.datetime(2023, 12, 8, 15, 37, 15, 185596), datetime.datetime(2023, 12, 8, 15, 37, 15, 285756), datetime.datetime(2023, 12, 8, 15, 37, 15, 385906), datetime.datetime(2023, 12, 8, 15, 37, 15, 486086), datetime.datetime(2023, 12, 8, 15, 37, 15, 586256), datetime.datetime(2023, 12, 8, 15, 37, 15, 686426), datetime.datetime(2023, 12, 8, 15, 37, 15, 786616), datetime.datetime(2023, 12, 8, 15, 37, 15, 886926)]","[30.594, 45.1896, 58.8052, 51.7894, 60.0883, 71.5758, 41.755, 32.7304, 31.5673, 50.7726, 33.3399, 58.5547, 59.6646, 41.8105, 56.5691, 81.2084, 47.9776, 34.8412, 31.279, 33.0056, 28.6474, 15.1738]"
,"[datetime.datetime(2023, 12, 8, 15, 37, 49, 113823), datetime.datetime(2023, 12, 8, 15, 37, 49, 213983), datetime.datetime(2023, 12, 8, 15, 37, 49, 314121), datetime.datetime(2023, 12, 8, 15, 37, 49, 414280), datetime.datetime(2023, 12, 8, 15, 37, 49, 514425), datetime.datetime(2023, 12, 8, 15, 37, 49, 614564), datetime.datetime(2023, 12, 8, 15, 37, 49, 714853), datetime.datetime(2023, 12, 8, 15, 37, 49, 814988), datetime.datetime(2023, 12, 8, 15, 37, 49, 915200)]","[23.3286, 55.229, 67.1851, 89.7066, 88.7251, 78.7687, 103.592, 99.3538, 39.5071]"
,"[datetime.datetime(2023, 12, 8, 15, 38, 23, 482033), datetime.datetime(2023, 12, 8, 15, 38, 23, 582194), datetime.datetime(2023, 12, 8, 15, 38, 23, 682418), datetime.datetime(2023, 12, 8, 15, 38, 23, 782605), datetime.datetime(2023, 12, 8, 15, 38, 23, 882785), datetime.datetime(2023, 12, 8, 15, 38, 23, 982980), datetime.datetime(2023, 12, 8, 15, 38, 24, 83210)]","[25.02, 81.9445, 94.5782, 93.3447, 103.467, 99.7225, 65.3331]"
,"[datetime.datetime(2023, 12, 8, 15, 38, 58, 886923), datetime.datetime(2023, 12, 8, 15, 38, 58, 987130), datetime.datetime(2023, 12, 8, 15, 38, 59, 87356), datetime.datetime(2023, 12, 8, 15, 38, 59, 187558), datetime.datetime(2023, 12, 8, 15, 38, 59, 287738), datetime.datetime(2023, 12, 8, 15, 38, 59, 387907), datetime.datetime(2023, 12, 8, 15, 38, 59, 488201)]","[26.8214, 76.7515, 95.3406, 94.7256, 94.6855, 69.403, 36.3044]"
