vid,time,power
,"[datetime.datetime(2023, 12, 8, 15, 25, 2, 14090), datetime.datetime(2023, 12, 8, 15, 25, 2, 114228), datetime.datetime(2023, 12, 8, 15, 25, 2, 214347), datetime.datetime(2023, 12, 8, 15, 25, 2, 314461), datetime.datetime(2023, 12, 8, 15, 25, 2, 414573), datetime.datetime(2023, 12, 8, 15, 25, 2, 514693), datetime.datetime(2023, 12, 8, 15, 25, 2, 614817), datetime.datetime(2023, 12, 8, 15, 25, 2, 714943), datetime.datetime(2023, 12, 8, 15, 25, 2, 815114), datetime.datetime(2023, 12, 8, 15, 25, 2, 915224), datetime.datetime(2023, 12, 8, 15, 25, 3, 15414), datetime.datetime(2023, 12, 8, 15, 25, 3, 115524), datetime.datetime(2023, 12, 8, 15, 25, 3, 215644), datetime.datetime(2023, 12, 8, 15, 25, 3, 315794), datetime.datetime(2023, 12, 8, 15, 25, 3, 415924), datetime.datetime(2023, 12, 8, 15, 25, 3, 516054), datetime.datetime(2023, 12, 8, 15, 25, 3, 616184), datetime.datetime(2023, 12, 8, 15, 25, 3, 716304), datetime.datetime(2023, 12, 8, 15, 25, 3, 816434), datetime.datetime(2023, 12, 8, 15, 25, 3, 916654), datetime.datetime(2023, 12, 8, 15, 25, 4, 16904)]","[27.8702, 51.9339, 101.351, 104.131, 113.073, 91.4814, 92.8384, 103.384, 101.47, 107.044, 103.708, 91.3576, 108.274, 98.877, 106.083, 105.615, 105.761, 92.4571, 113.784, 89.2789, 18.0427]"
,"[datetime.datetime(2023, 12, 8, 15, 25, 31, 804500), datetime.datetime(2023, 12, 8, 15, 25, 31, 904654), datetime.datetime(2023, 12, 8, 15, 25, 32, 4778), datetime.datetime(2023, 12, 8, 15, 25, 32, 104901), datetime.datetime(2023, 12, 8, 15, 25, 32, 205035), datetime.datetime(2023, 12, 8, 15, 25, 32, 305170), datetime.datetime(2023, 12, 8, 15, 25, 32, 405293), datetime.datetime(2023, 12, 8, 15, 25, 32, 505410), datetime.datetime(2023, 12, 8, 15, 25, 32, 605528), datetime.datetime(2023, 12, 8, 15, 25, 32, 705708), datetime.datetime(2023, 12, 8, 15, 25, 32, 805958)]","[33.1977, 67.7765, 101.205, 103.097, 95.0045, 99.714, 90.9556, 95.4047, 106.644, 103.592, 55.8807]"
,"[datetime.datetime(2023, 12, 8, 15, 26, 0, 302222), datetime.datetime(2023, 12, 8, 15, 26, 0, 402382), datetime.datetime(2023, 12, 8, 15, 26, 0, 502518), datetime.datetime(2023, 12, 8, 15, 26, 0, 602648), datetime.datetime(2023, 12, 8, 15, 26, 0, 702770), datetime.datetime(2023, 12, 8, 15, 26, 0, 803023)]","[33.0175, 80.9191, 108.789, 96.9144, 102.139, 45.7217]"
,"[datetime.datetime(2023, 12, 8, 15, 26, 26, 87423), datetime.datetime(2023, 12, 8, 15, 26, 26, 187555), datetime.datetime(2023, 12, 8, 15, 26, 26, 287679), datetime.datetime(2023, 12, 8, 15, 26, 26, 387846)]","[23.988000000000003, 54.7769, 109.676, 67.3022]"
,"[datetime.datetime(2023, 12, 8, 15, 26, 51, 860853), datetime.datetime(2023, 12, 8, 15, 26, 51, 961020), datetime.datetime(2023, 12, 8, 15, 26, 52, 61230), datetime.datetime(2023, 12, 8, 15, 26, 52, 161472)]","[14.3121, 40.9716, 91.5704, 16.7856]"
,"[datetime.datetime(2023, 12, 8, 15, 27, 22, 409623), datetime.datetime(2023, 12, 8, 15, 27, 22, 509768), datetime.datetime(2023, 12, 8, 15, 27, 22, 609942), datetime.datetime(2023, 12, 8, 15, 27, 22, 710090), datetime.datetime(2023, 12, 8, 15, 27, 22, 810211), datetime.datetime(2023, 12, 8, 15, 27, 22, 910335), datetime.datetime(2023, 12, 8, 15, 27, 23, 10467), datetime.datetime(2023, 12, 8, 15, 27, 23, 110584), datetime.datetime(2023, 12, 8, 15, 27, 23, 210706), datetime.datetime(2023, 12, 8, 15, 27, 23, 310826), datetime.datetime(2023, 12, 8, 15, 27, 23, 410936), datetime.datetime(2023, 12, 8, 15, 27, 23, 511106), datetime.datetime(2023, 12, 8, 15, 27, 23, 611236), datetime.datetime(2023, 12, 8, 15, 27, 23, 711366), datetime.datetime(2023, 12, 8, 15, 27, 23, 811486), datetime.datetime(2023, 12, 8, 15, 27, 23, 911616), datetime.datetime(2023, 12, 8, 15, 27, 24, 11746), datetime.datetime(2023, 12, 8, 15, 27, 24, 111866), datetime.datetime(2023, 12, 8, 15, 27, 24, 212106), datetime.datetime(2023, 12, 8, 15, 27, 24, 312376)]","[39.2189, 106.301, 75.5217, 87.46700000000001, 104.93, 78.027, 97.928, 105.205, 106.249, 86.5349, 95.0537, 87.40899999999998, 84.3174, 94.1973, 73.8744, 84.7375, 104.697, 109.009, 92.9678, 16.6469]"
,"[datetime.datetime(2023, 12, 8, 15, 27, 52, 426934), datetime.datetime(2023, 12, 8, 15, 27, 52, 527052), datetime.datetime(2023, 12, 8, 15, 27, 52, 627176), datetime.datetime(2023, 12, 8, 15, 27, 52, 727294), datetime.datetime(2023, 12, 8, 15, 27, 52, 827423), datetime.datetime(2023, 12, 8, 15, 27, 52, 927556), datetime.datetime(2023, 12, 8, 15, 27, 53, 27674), datetime.datetime(2023, 12, 8, 15, 27, 53, 127800), datetime.datetime(2023, 12, 8, 15, 27, 53, 227931), datetime.datetime(2023, 12, 8, 15, 27, 53, 328211), datetime.datetime(2023, 12, 8, 15, 27, 53, 428401)]","[51.0666, 65.6641, 81.3579, 85.8015, 97.5694, 88.7546, 88.8734, 78.6869, 85.7962, 90.5612, 17.7489]"
,"[datetime.datetime(2023, 12, 8, 15, 28, 20, 625199), datetime.datetime(2023, 12, 8, 15, 28, 20, 725361), datetime.datetime(2023, 12, 8, 15, 28, 20, 825518), datetime.datetime(2023, 12, 8, 15, 28, 20, 925646), datetime.datetime(2023, 12, 8, 15, 28, 21, 25762), datetime.datetime(2023, 12, 8, 15, 28, 21, 125911)]","[38.9811, 51.392, 78.0324, 62.3329, 70.0786, 68.5941]"
,"[datetime.datetime(2023, 12, 8, 15, 28, 49, 710026), datetime.datetime(2023, 12, 8, 15, 28, 49, 810172), datetime.datetime(2023, 12, 8, 15, 28, 49, 910299), datetime.datetime(2023, 12, 8, 15, 28, 50, 10553)]","[23.4618, 45.0557, 96.6851, 36.5155]"
,"[datetime.datetime(2023, 12, 8, 15, 29, 17, 72738), datetime.datetime(2023, 12, 8, 15, 29, 17, 172895), datetime.datetime(2023, 12, 8, 15, 29, 17, 273134)]","[23.9321, 47.9094, 48.4882]"
